PATRON,4.8962,,mg/L,0.8,0.0492,1,1,1,0.0493,0.0488,0.0496
BLANCO,-0.012,,mg/L,94.8,-0.0001,1,1,1,-0.0002,-0.0001,0
BLANCO REACTIVO,0,,mg/L,56.4,-0.0003,1,1,1,-0.0004,-0.0001,-0.0003
FASE 1,0.0174,,mg/L,56.3,0.0002,1,1,1,0.0001,0.0003,0.0001
PATRON,4.8926,,mg/L,0.5,0.0492,1,1,1,0.0489,0.0493,0.0493
FASE 2,0.0273,,mg/L,14.3,0.0003,1,1,1,0.0003,0.0003,0.0002
FASE 3,0.0369,,mg/L,32.1,0.0004,1,1,1,0.0005,0.0003,0.0003
PATRON,4.8635,,mg/L,0.4,0.0489,1,1,1,0.049,0.0487,0.049
BLANCO,0.0218,,mg/L,12.7,0.0002,1,1,1,0.0003,0.0002,0.0002
BLANCO REACTIVO,0,,mg/L,57.5,-0.0003,1,1,1,-0.0005,-0.0002,-0.0002
VSP NORTE,0.0354,,mg/L,48,0.0004,1,1,1,0.0003,0.0003,0.0006
CELDA 8.1,0.0358,,mg/L,22.5,0.0004,1,1,1,0.0003,0.0004,0.0004
CELDA 8.2,0.0486,,mg/L,21.6,0.0005,1,1,1,0.0006,0.0005,0.0004
CELDA 8.3,0.4288,,mg/L,1.8,0.0044,1,1,1,0.0043,0.0043,0.0045
PATRON,4.8842,,mg/L,0.4,0.0491,1,1,1,0.0489,0.0491,0.0493
BLANCO,0.0072,,mg/L,78.7,0.0001,1,1,1,0.0001,0.0001,0
BLANCO REACTIVO,0,,mg/L,70.9,-0.0001,1,1,1,-0.0003,-0.0001,-0.0001
