Analista,ALS,,,,,,,,,
Fecha de inicio,09/08/2024 01:46 a. m.  GMT: 09/08/2024 07:46 a. m.,,,,,,,,,
Hoja de trabajo,SA005032-RCK_3,,,,,,,,,
Comentario,,,,,,,,,,
Métodos,Au,,,,,,,,,
,,,,,,,,,,
Método: Au EFAA30 (Llama),,,,,,,,,,
,,,,,,,,,,
,PATRON,0.5186,,mg/L,5.3,0.0171,0.0003,0.0173,0.0179,0.0161
,BLANCO,0.0053,,mg/L,>100,0.0002,-0.0003,0.0005,0.0001,0
,BLANCO REACTIVO,0,,mg/L,23.5,0.0006,-0.0004,0.0004,0.0007,0.0007
,SA005032-001,3.017,,mg/L,0.3,0.283,-0.0001,0.282,0.2838,0.2832
,SA005032-002,1.8171,,mg/L,0.5,0.1743,-0.0002,0.1737,0.1739,0.1753
,SA005032-003,0.0113,,mg/L,10.6,0.0011,-0.0006,0.0011,0.0011,0.0009
,SA005032-004,0.0689,,mg/L,2.3,0.0065,-0.0006,0.0063,0.0066,0.0065
,SA005032-005,0.2206,,mg/L,1.9,0.0208,-0.0004,0.0204,0.0212,0.0208
,PATRON,0.4915,,mg/L,2.4,0.0162,-0.0004,0.0158,0.0166,0.0162
,SA005032-006,0.2157,,mg/L,0.6,0.0203,-0.0017,0.0202,0.0204,0.0204
,SA005032-007,0.2151,,mg/L,0.8,0.0203,-0.0017,0.0204,0.0201,0.0204
,SA005032-008,0.2235,,mg/L,0.8,0.0211,-0.0012,0.0209,0.0211,0.0213
,SA005032-009,0.3822,,mg/L,0.2,0.0362,-0.0011,0.0361,0.0362,0.0362
,SA005032-010,0.0603,,mg/L,2.9,0.0057,-0.0011,0.0058,0.0055,0.0057
,PATRON,0.4943,,mg/L,1.7,0.0163,-0.0005,0.0165,0.016,0.0163
,BLANCO,0.0035,,mg/L,>100,0.0001,-0.0011,0,0.0002,0.0002
,BLANCO REACTIVO,0,,mg/L,83.7,0.0004,-0.0008,0.0003,0.0008,0.0001
,SA005032-011,0.4925,,mg/L,0.4,0.0468,-0.0012,0.0467,0.047,0.0466
,SA005032-012,0.02,,mg/L,7.4,0.0019,-0.0014,0.0017,0.002,0.002
,SA005032-013,1.1306,,mg/L,0.6,0.1084,-0.0007,0.1078,0.1083,0.109
,PATRON,0.5121,,mg/L,2.4,0.0169,-0.0004,0.0173,0.0168,0.0165
,BLANCO,0.0074,,mg/L,>100,0.0002,-0.0011,0.0001,0,0.0006
,BLANCO REACTIVO,0,,mg/L,38.5,0.0006,-0.0007,0.0009,0.0005,0.0004
