PATRON,4.9235,,mg/L,0.8,0.0004,0.0499,0,0.05,0.0495,0.0502
BLANCO,-0.0137,,mg/L,>100,0.0003,-0.0001,0.0003,-0.0004,0.0001,-0.0001
BLANCO REACTIVO,0,,mg/L,48.4,0.0003,-0.0006,-0.0006,-0.0005,-0.001,-0.0005
FASE 1,0.1605,,mg/L,12.4,0.0002,0.0017,-0.0002,0.0014,0.0018,0.0017
FASE 2,0.0938,,mg/L,38.1,0.0004,0.001,-0.0003,0.0006,0.0013,0.001
FASE 3,0.0661,,mg/L,62.7,0.0004,0.0007,-0.0001,0.0007,0.0003,0.0011
VSP NORTE,0.0513,,mg/L,14.9,0.0001,0.0005,0,0.0006,0.0005,0.0004
CELDA 8.1,0.0966,,mg/L,24,0.0002,0.001,-0.0001,0.0007,0.0011,0.0011
CELDA 8.2,0.149,,mg/L,7.8,0.0001,0.0015,-0.0001,0.0017,0.0014,0.0015
CELDA 8.3,0.0634,,mg/L,32.1,0.0002,0.0007,0.0001,0.0008,0.0004,0.0008
PATRON,4.861,,mg/L,0.5,0.0003,0.0493,-0.0001,0.0491,0.0492,0.0496
BLANCO,0.0113,,mg/L,>100,0.0006,0.0001,-0.0015,0.0002,-0.0005,0.0006
BLANCO REACTIVO,0,,mg/L,>100,0.0002,0.0001,-0.0011,-0.0001,0.0001,0.0004
