PATRON,0.9984,,mg/L,0.3,0.1318,0.0012,0.1319,0.1322,0.1314
BLANCO,-0.004,,mg/L,43.7,-0.0005,0.0006,-0.0006,-0.0007,-0.0003
BLANCO REACTIVO,0,,mg/L,13.4,-0.0011,0.0007,-0.0012,-0.0011,-0.0009
H,0.355,,mg/L,0.6,0.0474,0.0038,0.0477,0.0473,0.0471
C1,0.3396,,mg/L,0.2,0.0453,0.0039,0.0453,0.0454,0.0452
C2,0.3185,,mg/L,0.3,0.0425,0.004,0.0426,0.0425,0.0424
PATRON,0.2055,,mg/L,8.1,0.0275,-0.0017,0.0287,0.0288,0.0249
BLANCO,0.0042,,mg/L,82.6,0.0006,-0.0013,0.0002,0.0011,0.0004
BLANCO REACTIVO,0,,mg/L,24,0.0002,-0.0008,0.0002,0.0001,0.0002
C3,0.3334,,mg/L,1.9,0.0445,-0.0004,0.0436,0.0452,0.0447
C4,0.2804,,mg/L,1,0.0374,-0.0007,0.0379,0.0371,0.0374
T,0.2044,,mg/L,1.3,0.0273,-0.0011,0.0272,0.0277,0.027
PATRON,0.2037,,mg/L,3.1,0.0272,-0.0023,0.0277,0.0277,0.0263
BLANCO,0.0044,,mg/L,36.1,0.0006,-0.0019,0.0004,0.0008,0.0006
BLANCO REACTIVO,0,,mg/L,77.4,0.0007,-0.0018,0.0006,0.0014,0.0003
ELY1,0.3502,,mg/L,0.1,0.0467,-0.0015,0.0467,0.0467,0.0468
ELY2,0.3087,,mg/L,1.1,0.0412,-0.0013,0.0407,0.0415,0.0414
ELY3,0.2749,,mg/L,2.3,0.0367,-0.0019,0.0373,0.0371,0.0357
PATRON,0.2002,,mg/L,6.8,0.0268,-0.0024,0.0283,0.0272,0.0247
BLANCO,0.0001,,mg/L,>100,0,-0.0028,-0.0003,0.0001,0.0002
BLANCO REACTIVO,0,,mg/L,94.2,0.0005,-0.0019,0.0004,0.0011,0.0001
ELY4,0.2273,,mg/L,1.9,0.0304,-0.0006,0.0309,0.0304,0.0298
ELY5,0.1774,,mg/L,1.7,0.0237,-0.0008,0.0242,0.0236,0.0234
PATRON,0.2046,,mg/L,1.4,0.0273,-0.0021,0.0277,0.0269,0.0274
BLANCO,-0.0027,,mg/L,>100,-0.0004,-0.0023,-0.0013,0.0002,0
BLANCO REACTIVO,0,,mg/L,11.2,-0.0005,-0.0011,-0.0005,-0.0005,-0.0004
