PATRON,5.0103,,mg/L,0.9,0.0501,0.0502,0.0504,0.0496
BLANCO,-0.0003,,mg/L,>100,0,0,0.0001,-0.0001
BLANCO REACTIVO,0,,mg/L,47.1,0.0002,0.0001,0.0002,0.0003
FASE 1,0.035,,mg/L,38.1,0.0004,0.0005,0.0003,0.0003
FASE 2,0.0433,,mg/L,15.1,0.0004,0.0005,0.0004,0.0005
FASE 3,0.0562,,mg/L,18.8,0.0006,0.0007,0.0005,0.0006
VSP NORTE,0.043,,mg/L,9.2,0.0004,0.0004,0.0005,0.0004
CELDA 8.1,0.0671,,mg/L,11.1,0.0007,0.0007,0.0006,0.0008
CELDA 8.2,0.0625,,mg/L,1.9,0.0006,0.0007,0.0006,0.0006
CELDA 8.3,0.1262,,mg/L,6.5,0.0013,0.0012,0.0013,0.0014
PATRON,5.0313,,mg/L,1.6,0.0479,0.0479,0.0486,0.0471
BLANCO,0.0077,,mg/L,85.5,0.0001,0.0001,0,0.0001
BLANCO REACTIVO,0,,mg/L,13.3,0.0008,0.0008,0.0007,0.0009
