PATRON,5.0681,,mg/L,0.7,0.103,0.1027,0.1038,0.1025
BLANCO,0.0008,,mg/L,>100,0,0.0001,0,0
BLANCO REACTIVO,0,,mg/L,>100,0,0.0001,-0.0001,0
H,2.358,,mg/L,0.6,0.048,0.0477,0.0479,0.0482
C1,2.3494,,mg/L,1.4,0.0478,0.0471,0.0485,0.0478
C2,2.4398,,mg/L,0.4,0.0496,0.0494,0.0498,0.0496
PATRON,5.0081,,mg/L,2,0.1018,0.1031,0.1028,0.0994
BLANCO,-0.005,,mg/L,37.5,-0.0001,-0.0001,-0.0001,-0.0001
BLANCO REACTIVO,0,,mg/L,33.8,-0.0003,-0.0003,-0.0003,-0.0002
C3,2.3722,,mg/L,1.8,0.0482,0.0474,0.0482,0.0491
C4,2.3862,,mg/L,1,0.0485,0.0487,0.0489,0.048
T,2.3311,,mg/L,0.9,0.0474,0.0474,0.0478,0.0469
PATRON,5.0492,,mg/L,1.2,0.1026,0.1019,0.1019,0.104
BLANCO,-0.0011,,mg/L,>100,0,-0.0002,0,0.0001
BLANCO REACTIVO,0,,mg/L,26.1,-0.0002,-0.0003,-0.0002,-0.0002
DP1,0.654,,mg/L,0.2,0.0133,0.0133,0.0133,0.0133
DP2,0.4608,,mg/L,2.5,0.0094,0.0095,0.0095,0.0091
DP3,0.1309,,mg/L,2,0.0027,0.0027,0.0027,0.0026
PATRON,4.9617,,mg/L,4.1,0.1008,0.1035,0.1029,0.0961
BLANCO,-0.0076,,mg/L,20.9,-0.0002,-0.0001,-0.0002,-0.0002
BLANCO REACTIVO,0,,mg/L,15.4,-0.0005,-0.0004,-0.0004,-0.0006
DP4,2.6594,,mg/L,0.4,0.0541,0.0543,0.0541,0.0539
DP5,1.9022,,mg/L,1.6,0.0387,0.0381,0.0387,0.0393
DP6,8.938,,mg/L,0.9,0.1809,0.1817,0.182,0.1789
PATRON,4.9603,,mg/L,1,0.1008,0.1002,0.1003,0.1019
BLANCO,0.0015,,mg/L,>100,0,0.0002,-0.0001,0
BLANCO REACTIVO,0,,mg/L,20.2,-0.0004,-0.0004,-0.0005,-0.0004
ELY1,2.0761,,mg/L,0.8,0.0422,0.0419,0.0425,0.0422
ELY2,2.1832,,mg/L,0.4,0.0444,0.0442,0.0444,0.0446
ELY3,2.3612,,mg/L,0.2,0.048,0.0479,0.0481,0.048
PATRON,4.9941,,mg/L,3.9,0.1015,0.1044,0.1031,0.097
BLANCO,-0.0039,,mg/L,66.2,-0.0001,-0.0001,0,-0.0001
BLANCO REACTIVO,0,,mg/L,35.5,-0.0005,-0.0004,-0.0004,-0.0007
ELY4,2.1272,,mg/L,0.7,0.0433,0.043,0.0433,0.0435
ELY5,2.0427,,mg/L,1.6,0.0415,0.042,0.0408,0.0418
PATRON,5.0457,,mg/L,0.4,0.1025,0.1027,0.1028,0.1021
BLANCO,-0.0005,,mg/L,>100,0,-0.0001,0,0
BLANCO REACTIVO,0,,mg/L,10.3,-0.0005,-0.0005,-0.0006,-0.0006
