PATRON,0.9968,,mg/L,0.4,0.1252,0.001,0.1253,0.1256,0.1246
BLANCO,-0.007,,mg/L,21.1,-0.0009,0,-0.0011,-0.0007,-0.0009
BLANCO REACTIVO,0,,mg/L,16,-0.0004,0.0003,-0.0003,-0.0004,-0.0004
H KCA PO,0.0097,,mg/L,15.4,0.0012,0.0025,0.0011,0.0014,0.0012
H KCA PO,0.0069,,mg/L,24.5,0.0009,0.0027,0.0011,0.0007,0.0008
H KCA PO,0.0083,,mg/L,41.3,0.001,0.0026,0.001,0.0015,0.0007
PATRON,0.9868,,mg/L,0.7,0.1229,0.0016,0.1238,0.123,0.1221
H KCA PO,0.0042,,mg/L,73.2,0.0005,0.003,0.0006,0.0001,0.0009
H KCA PO,0.0059,,mg/L,21.2,0.0007,0.0025,0.0009,0.0006,0.0007
PATRON,1.0035,,mg/L,0.7,0.126,0.0013,0.1255,0.127,0.1255
BLANCO,0.0002,,mg/L,>100,0,0.0005,0.0001,-0.0002,0.0002
BLANCO REACTIVO,0,,mg/L,13.4,-0.0008,0.0005,-0.0007,-0.0009,-0.0007
M1 PO,0.01,,mg/L,18.5,0.0013,0.0027,0.0013,0.0015,0.001
M2 PO,0.0096,,mg/L,24.3,0.0012,0.0028,0.0009,0.0013,0.0015
M3 PO,0.0094,,mg/L,8.6,0.0012,0.003,0.0011,0.0012,0.0013
M4 PO,0.0099,,mg/L,27.5,0.0012,0.0029,0.0009,0.0015,0.0013
PATRON,1.0029,,mg/L,1.3,0.1259,0.0021,0.1248,0.1252,0.1278
P KCA PO,0.0094,,mg/L,35.1,0.0012,0.0029,0.0014,0.0014,0.0007
PATRON,1.0002,,mg/L,0.4,0.1256,0.0018,0.1252,0.1254,0.1262
BLANCO,0.0006,,mg/L,>100,0.0001,0.0011,-0.0002,0.0001,0.0003
BLANCO REACTIVO,0,,mg/L,15.9,-0.0006,0.0003,-0.0006,-0.0007,-0.0005
CELDA 8,-0.0003,,mg/L,>100,0,0.0026,0.0001,0,-0.0003
PATRON,1.0033,,mg/L,0.4,0.126,0.0019,0.1262,0.1263,0.1254
BLANCO,-0.0029,,mg/L,44.8,-0.0004,0.0012,-0.0003,-0.0002,-0.0005
BLANCO REACTIVO,0,,mg/L,73.9,-0.0006,0.0002,-0.0011,-0.0002,-0.0005
H KCA PE,0.0125,,mg/L,13.1,0.0016,0.0025,0.0018,0.0014,0.0015
H KCA PE,0.0105,,mg/L,2.5,0.0013,0.0027,0.0014,0.0013,0.0013
H KCA PE,0.0092,,mg/L,20.4,0.0012,0.0027,0.0014,0.0012,0.0009
PATRON,0.9918,,mg/L,0.3,0.1246,0.0019,0.125,0.1241,0.1246
H KCA PE,0.0093,,mg/L,23.8,0.0012,0.0026,0.0013,0.0013,0.0009
H KCA PE,0.0067,,mg/L,46.5,0.0008,0.0028,0.0004,0.0011,0.001
PATRON,0.9957,,mg/L,1,0.125,0.0018,0.1236,0.1258,0.1257
BLANCO,-0.0009,,mg/L,>100,-0.0001,0.0008,0.0001,0,-0.0004
BLANCO REACTIVO,0,,mg/L,41.8,-0.0006,0.0001,-0.0009,-0.0003,-0.0007
M1 PE,0.0094,,mg/L,28.7,0.0012,0.0026,0.0008,0.0015,0.0012
M2 PE,0.007,,mg/L,51.1,0.0009,0.003,0.0012,0.0011,0.0004
M3 PE,0.0094,,mg/L,22.8,0.0012,0.0024,0.001,0.0011,0.0015
M4 PE,0.0069,,mg/L,16,0.0009,0.0028,0.001,0.0009,0.0007
PATRON,1.0068,,mg/L,0.8,0.1284,0.0011,0.1276,0.1295,0.1282
P KCA PE,0.011,,mg/L,31.4,0.0013,0.0018,0.0017,0.0009,0.0014
PATRON,0.9866,,mg/L,0.7,0.1213,0.0011,0.1213,0.1222,0.1205
BLANCO,-0.0019,,mg/L,47.5,-0.0002,0.0004,-0.0001,-0.0003,-0.0003
BLANCO REACTIVO,0,,mg/L,87.5,-0.0003,0.0005,-0.0004,-0.0005,0
ELY 1,0.0096,,mg/L,30.3,0.0012,0.0024,0.0014,0.0014,0.0007
ELY 2,0.0122,,mg/L,14.9,0.0015,0.0023,0.0017,0.0013,0.0014
ELY 3,0.0104,,mg/L,18.6,0.0012,0.0022,0.0014,0.0013,0.001
ELY 4,0.0175,,mg/L,3.3,0.0021,0.0022,0.0022,0.0021,0.002
PATRON,0.9957,,mg/L,0.9,0.1225,0.0014,0.122,0.1217,0.1237
ELY P,0.0137,,mg/L,26,0.0016,0.0022,0.0012,0.0021,0.0016
PATRON,1.0041,,mg/L,0.4,0.1235,0.0011,0.123,0.1235,0.124
BLANCO,0.0049,,mg/L,34.8,0.0006,0.0002,0.0004,0.0005,0.0008
BLANCO REACTIVO,0,,mg/L,>100,0,0.0002,0.0002,0.0001,-0.0004
