PATRON,4.8569,,mg/L,0.7,0.0549,0.0553,0.0549,0.0545
BLANCO,-0.0198,,mg/L,25.2,-0.0002,-0.0003,-0.0003,-0.0002
BLANCO REACTIVO,0,,mg/L,18.3,-0.0007,-0.0007,-0.0005,-0.0008
FASE 1,0.0317,,mg/L,11.3,0.0004,0.0003,0.0004,0.0004
FASE 2,0.0312,,mg/L,21,0.0004,0.0003,0.0003,0.0005
FASE 3,0.0361,,mg/L,16.6,0.0004,0.0004,0.0005,0.0004
VSP NORTE,0.0293,,mg/L,68,0.0003,0.0006,0.0002,0.0002
CELDA 8.1,0.0202,,mg/L,31.5,0.0002,0.0003,0.0002,0.0002
CELDA 8.2,0.0167,,mg/L,65.7,0.0002,0.0003,0.0002,0.0001
CELDA 8.3,0.3174,,mg/L,1.6,0.0037,0.0038,0.0037,0.0037
PATRON,4.8709,,mg/L,0.4,0.055,0.0549,0.0553,0.0549
BLANCO,-0.0213,,mg/L,57,-0.0003,-0.0001,-0.0004,-0.0003
BLANCO REACTIVO,0,,mg/L,2.4,-0.0009,-0.0009,-0.0009,-0.0009
