PATRON,4.9163,,mg/L,0.8,0.0507,1,1,1,0.0512,0.0506,0.0504
BLANCO,-0.0378,,mg/L,76,-0.0004,1,1,1,0,-0.0006,-0.0006
BLANCO REACTIVO,0,,mg/L,18.2,-0.0008,1,1,1,-0.0007,-0.0009,-0.0007
FASE 1,0.0268,,mg/L,29.6,0.0003,1,1,1,0.0002,0.0003,0.0004
FASE 2,0.0243,,mg/L,69.8,0.0003,1,1,1,0.0001,0.0003,0.0004
FASE 3,0.0319,,mg/L,35.1,0.0003,1,1,1,0.0005,0.0002,0.0003
VSP NORTE,0.0329,,mg/L,45.9,0.0003,1,1,1,0.0005,0.0002,0.0004
CELDA 8.1,0.0365,,mg/L,36.5,0.0004,1,1,1,0.0002,0.0005,0.0005
CELDA 8.2,0.021,,mg/L,>100,0.0002,1,1,1,0,0.0004,0.0003
CELDA 8.3,0.0476,,mg/L,45.9,0.0005,1,1,1,0.0006,0.0002,0.0007
PATRON,5.009,,mg/L,1.8,0.0517,1,1,1,0.0506,0.0523,0.0521
BLANCO,0.0436,,mg/L,37.3,0.0005,1,1,1,0.0005,0.0006,0.0003
BLANCO REACTIVO,0,,mg/L,26.4,-0.0009,1,1,1,-0.0006,-0.0009,-0.0011
