PATRON,5.0679,,mg/L,0.9,0.0536,1,1,1,0.0531,0.0538,0.054
BLANCO,0.03,,mg/L,72.1,0.0003,1,1,1,0.0006,0.0003,0.0001
BLANCO REACTIVO,0,,mg/L,>100,0,1,1,1,-0.0001,0.0001,0
FASE 1,0.0478,,mg/L,55.4,0.0005,1,1,1,0.0004,0.0003,0.0008
FASE 2,0.0717,,mg/L,19.8,0.0008,1,1,1,0.0006,0.0009,0.0008
FASE 3,0.0942,,mg/L,17,0.001,1,1,1,0.0011,0.0008,0.0011
VSP NORTE,0.0913,,mg/L,9.4,0.001,1,1,1,0.0009,0.0011,0.001
CELDA 8.1,0.1238,,mg/L,8.8,0.0013,1,1,1,0.0013,0.0015,0.0013
CELDA 8.2,0.1042,,mg/L,3.8,0.0011,1,1,1,0.0011,0.0011,0.0011
CELDA 8.3,0.1532,,mg/L,7.5,0.0016,1,1,1,0.0016,0.0015,0.0018
PATRON,5.0909,,mg/L,0.9,0.0539,1,1,1,0.0544,0.0535,0.0536
BLANCO,0.099,,mg/L,13.5,0.0011,1,1,1,0.0012,0.0009,0.001
BLANCO REACTIVO,0,,mg/L,25.3,0.0009,1,1,1,0.0006,0.0011,0.0009
