PATRON,1.0028,,mg/L,0.3,0.0001,0.0203,0.0202,0.0203,0.0203
BLANCO,0.0053,,mg/L,54.2,0.0001,0.0001,0.0002,0.0001,0.0001
BLANCO REACTIVO,0,,mg/L,33.6,0.0001,0.0002,0.0002,0.0001,0.0002
H,0.1654,,mg/L,4.1,0.0001,0.0033,0.0032,0.0033,0.0035
C1,0.1779,,mg/L,2.1,0.0001,0.0036,0.0037,0.0036,0.0035
C2,0.1787,,mg/L,1.5,0.0001,0.0036,0.0036,0.0037,0.0036
PATRON,1.0014,,mg/L,2.4,0.0005,0.0203,0.0205,0.0206,0.0197
BLANCO,0.0096,,mg/L,68.2,0.0001,0.0002,0.0001,0.0003,0.0002
BLANCO REACTIVO,0,,mg/L,7.5,0,0.0003,0.0003,0.0003,0.0004
C3,0.1724,,mg/L,0.6,0,0.0035,0.0035,0.0035,0.0035
C4,0.1747,,mg/L,1.2,0,0.0035,0.0036,0.0036,0.0035
T,0.169,,mg/L,0.6,0,0.0034,0.0034,0.0034,0.0034
PATRON,1.0147,,mg/L,0.2,0,0.0205,0.0205,0.0206,0.0205
BLANCO,-0.0053,,mg/L,67.7,0.0001,-0.0001,0,-0.0002,-0.0001
BLANCO REACTIVO,0,,mg/L,>100,0,0,-0.0001,0,0
DP1,0.2816,,mg/L,1.7,0.0001,0.0057,0.0056,0.0057,0.0058
DP2,0.3834,,mg/L,1.5,0.0001,0.0078,0.0079,0.0077,0.0077
DP3,0.119,,mg/L,2,0,0.0024,0.0025,0.0024,0.0024
PATRON,1.0028,,mg/L,0.7,0.0001,0.0203,0.0204,0.0202,0.0202
BLANCO,0.0023,,mg/L,>100,0.0001,0,0,0,0.0001
BLANCO REACTIVO,0,,mg/L,25.8,0.0001,0.0003,0.0002,0.0003,0.0003
DP4,0.0803,,mg/L,4.8,0.0001,0.0016,0.0017,0.0015,0.0017
DP5,0.0488,,mg/L,8.7,0.0001,0.001,0.001,0.0011,0.0009
DP6,0.1328,,mg/L,6.2,0.0002,0.0027,0.0029,0.0026,0.0026
PATRON,1.0033,,mg/L,1,0.0002,0.0203,0.0205,0.0201,0.0203
BLANCO,0.0046,,mg/L,96.7,0.0001,0.0001,0.0002,0,0.0001
BLANCO REACTIVO,0,,mg/L,13.4,0.0001,0.0004,0.0004,0.0004,0.0003
ELY1,0.1532,,mg/L,1.6,0.0001,0.0031,0.0032,0.0031,0.0031
ELY2,0.1396,,mg/L,3.3,0.0001,0.0028,0.0029,0.0029,0.0027
ELY3,0.1131,,mg/L,3.2,0.0001,0.0023,0.0024,0.0023,0.0022
PATRON,0.9983,,mg/L,0.3,0.0001,0.0202,0.0202,0.0202,0.0201
BLANCO,0.0065,,mg/L,68.8,0.0001,0.0001,0,0.0002,0.0001
BLANCO REACTIVO,0,,mg/L,2.7,0,0.0006,0.0006,0.0006,0.0006
ELY4,0.0883,,mg/L,7.1,0.0001,0.0018,0.0017,0.0019,0.0018
ELY5,0.0768,,mg/L,3,0,0.0016,0.0016,0.0015,0.0016
PATRON,0.9928,,mg/L,1.1,0.0002,0.0201,0.0199,0.0203,0.02
BLANCO,-0.0035,,mg/L,75.1,0.0001,-0.0001,-0.0001,-0.0001,0
BLANCO REACTIVO,0,,mg/L,15.1,0.0001,0.0006,0.0005,0.0006,0.0007
