PATRON,4.9534,,mg/L,0.6,0.0992,0.0998,0.0987,0.0991
BLANCO,-0.0021,,mg/L,20.4,0,0,-0.0001,0
BLANCO REACTIVO,0,,mg/L,19,0.0004,0.0005,0.0005,0.0003
H,2.1382,,mg/L,0.9,0.0432,0.0437,0.0429,0.0431
C1,2.1536,,mg/L,0.2,0.0435,0.0436,0.0434,0.0436
C2,2.1945,,mg/L,0.6,0.0444,0.0446,0.044,0.0445
PATRON,4.9031,,mg/L,0.7,0.0982,0.0975,0.0989,0.0983
BLANCO,-0.0073,,mg/L,48.4,-0.0001,-0.0002,-0.0001,-0.0002
BLANCO REACTIVO,0,,mg/L,88.6,0.0001,0.0003,0.0001,0
C3,2.1549,,mg/L,0.7,0.0436,0.0433,0.0435,0.0439
C4,2.1808,,mg/L,0.6,0.0441,0.0442,0.0443,0.0438
T,2.1611,,mg/L,0.3,0.0437,0.0435,0.0438,0.0437
PATRON,4.9668,,mg/L,0.7,0.0995,0.1001,0.0988,0.0995
BLANCO,0.0045,,mg/L,86.7,0.0001,0.0001,0,0.0001
BLANCO REACTIVO,0,,mg/L,24.9,0.0002,0.0002,0.0002,0.0003
ELY1,2.1153,,mg/L,0.6,0.0428,0.043,0.0425,0.0428
ELY2,2.074,,mg/L,0.6,0.0419,0.0422,0.042,0.0417
ELY3,2.0484,,mg/L,0.4,0.0414,0.0413,0.0413,0.0416
PATRON,5.0019,,mg/L,0.9,0.1002,0.1006,0.1008,0.0991
BLANCO,-0.0061,,mg/L,25.5,-0.0001,-0.0001,-0.0002,-0.0001
BLANCO REACTIVO,0,,mg/L,74.1,0.0001,0.0002,0,0.0001
ELY4,2.0007,,mg/L,0.3,0.0405,0.0403,0.0405,0.0406
ELY5,1.9483,,mg/L,0.3,0.0394,0.0395,0.0393,0.0394
PATRON,4.9275,,mg/L,0.4,0.0987,0.0984,0.0991,0.0986
BLANCO,-0.0107,,mg/L,15.6,-0.0002,-0.0002,-0.0002,-0.0003
BLANCO REACTIVO,0,,mg/L,18,-0.0001,-0.0002,-0.0001,-0.0002
