PATRON,5.0161,,mg/L,1.5,0.0511,1,1,1,0.0509,0.052,0.0505
BLANCO,0.0165,,mg/L,>100,0.0002,1,1,1,0,0.0004,0.0001
BLANCO REACTIVO,0,,mg/L,3.2,-0.0042,1,1,1,-0.0043,-0.0041,-0.0041
FASE 1,0.0226,,mg/L,62.5,0.0002,1,1,1,0.0002,0.0001,0.0004
FASE 2,0.0075,,mg/L,>100,0.0001,1,1,1,0.0001,0.0002,0
FASE 3,-0.0064,,mg/L,>100,-0.0001,1,1,1,-0.0002,-0.0003,0.0004
VSP NORTE,-0.0116,,mg/L,24.1,-0.0001,1,1,1,-0.0001,-0.0001,-0.0001
CELDA 8.1,-0.0251,,mg/L,32.5,-0.0003,1,1,1,-0.0003,-0.0003,-0.0002
CELDA 8.2,-0.0122,,mg/L,89.1,-0.0001,1,1,1,0,-0.0002,-0.0001
CELDA 8.3,0.122,,mg/L,2.6,0.0012,1,1,1,0.0012,0.0012,0.0013
PATRON,4.9091,,mg/L,0.5,0.05,1,1,1,0.0498,0.05,0.0503
BLANCO,-0.0513,,mg/L,26,-0.0005,1,1,1,-0.0005,-0.0007,-0.0004
BLANCO REACTIVO,0,,mg/L,1.4,-0.0049,1,1,1,-0.0049,-0.005,-0.0049
