PATRON,4.9294,,mg/L,0.6,0.0535,0.0538,0.0535,0.0531
BLANCO,0.0054,,mg/L,61.2,0.0001,0.0001,0,0.0001
BLANCO REACTIVO,0,,mg/L,47.1,0.0001,0.0001,0.0002,0.0002
FASE 1,0.0293,,mg/L,19,0.0003,0.0003,0.0004,0.0003
FASE 2,0.0355,,mg/L,12.7,0.0004,0.0004,0.0003,0.0004
FASE 3,0.0648,,mg/L,9.7,0.0007,0.0006,0.0007,0.0008
VSP NORTE,0.0542,,mg/L,10,0.0006,0.0006,0.0006,0.0005
CELDA 8.1,0.0744,,mg/L,4.2,0.0008,0.0008,0.0008,0.0009
CELDA 8.2,0.0671,,mg/L,7,0.0007,0.0008,0.0008,0.0007
CELDA 8.3,0.1355,,mg/L,1.6,0.0015,0.0015,0.0015,0.0015
PATRON,5.0265,,mg/L,1.3,0.0536,0.0528,0.054,0.054
BLANCO,-0.0004,,mg/L,>100,0,0,0.0001,0
BLANCO REACTIVO,0,,mg/L,82,-0.0001,-0.0001,0,0
