Analista,NR,,,,,,,,
Fecha de inicio,03:04 p. m. 17/12/2025  GMT: 09:04 p. m. 17/12/2025,,,,,,,,
Hoja de trabajo,SA007247_3,,,,,,,,
Comentario,,,,,,,,,
Métodos,Au,,,,,,,,
,,,,,,,,,
Peso nominal,1,Volumen nominal,1,,,,,,
Método: Au EFAA30 (Llama),,,,,,,,,
,,,,,,,,,
Au,PATRON,0.5088,,mg/L,1,0.8,0.0192,0.0013,
Au,BLANCO,0.0025,,mg/L,1,>100,0.0001,-0.0003,
Au,BLANCO REACTIVO,0,,mg/L,1,24,0.0004,-0.0002,
Au,SA007247-001,0.1796,,mg/L,1,1.1,0.0283,0.0001,30.06
Au,SA007247-002,0.033,,mg/L,1,4.8,0.0051,0.0003,29.99
Au,SA007247-003,0.164,,mg/L,1,0.2,0.0258,0.0002,30.01
Au,SA007247-004,0.1718,,mg/L,1,0.7,0.0271,0.0002,30.06
Au,SA007247-005,0.0796,,mg/L,1,1.2,0.0124,0,30.01
Au,PATRON,0.5079,,mg/L,1,1.4,0.0178,0.0016,
Au,SA007247-006,0.0703,,mg/L,1,1.5,0.0105,0.0006,30
Au,SA007247-007,0.1542,,mg/L,1,0.7,0.0234,0.0003,30.08
Au,SA007247-008,0.0497,,mg/L,1,1.8,0.0074,0.0005,30.02
Au,SA007247-009,0.0086,,mg/L,1,11.6,0.0013,0.0004,29.9
Au,SA007247-010,0.0748,,mg/L,1,0.8,0.0112,0.0005,30.05
Au,PATRON,0.4847,,mg/L,1,1,0.017,0.0014,
Au,BLANCO,0.0029,,mg/L,1,>100,0.0001,-0.0005,
Au,BLANCO REACTIVO,0,,mg/L,1,>100,0.0001,0.0014,
Au,SA007247-011,0.6202,,mg/L,1,28.2,0.1024,0,30.01
Au,SA007247-012,0.3238,,mg/L,1,0.9,0.0502,-0.0006,30.06
Au,SA007247-013,0.3918,,mg/L,1,0.4,0.061,-0.0004,29.96
Au,SA007247-014,0.2679,,mg/L,1,0.7,0.0413,0.0003,30.1
Au,SA007247-015,0.2265,,mg/L,1,18.8,0.0368,0,30.03
Au,PATRON,0.4892,,mg/L,1,2.6,0.0171,0.0009,
Au,SA007247-016,0.3558,,mg/L,1,1.1,0.0553,0.0003,30
Au,SA007247-017,0.3551,,mg/L,1,9.5,0.0552,0.0001,30.04
Au,SA007247-018,0.1079,,mg/L,1,1.5,0.0162,0,30.04
Au,SA007247-019,0.1417,,mg/L,1,0,0.0213,0,29
Au,SA007247-020,0.1114,,mg/L,1,0.9,0.0167,0.0001,30.02
Au,PATRON,0.4821,,mg/L,1,3.7,0.0169,0.0008,
Au,BLANCO,-0.0002,,mg/L,1,>100,0,-0.0005,
Au,BLANCO REACTIVO,0,,mg/L,1,>100,-0.0003,0.0013,
Au,SA007247-021,0.0042,,mg/L,1,58.8,0.0006,0.0008,3
Au,SA007247-022,0.9238,,mg/L,1,0.8,0.1525,0.0002,30.09
Au,SA007247-023,0.389,,mg/L,1,0.9,0.0606,0,29.95
Au,SA007247-024,0.1438,,mg/L,1,1.9,0.0217,0.0001,30.02
Au,SA007247-025,0.2244,,mg/L,1,0.2,0.0342,0.0002,30.01
Au,PATRON,0.4938,,mg/L,1,0.7,0.0173,0.0009,
Au,SA007247-026,0.0536,,mg/L,1,1.4,0.008,0.0003,30
Au,SA007247-027,0.1148,,mg/L,1,1,0.0173,0.0007,30.04
Au,SA007247-028,0.1189,,mg/L,1,0.9,0.0179,0.0009,30
Au,SA007247-029,0.3148,,mg/L,1,0.6,0.0485,0.0005,29.92
Au,SA007247-030,0.2392,,mg/L,1,0.4,0.0364,0.0004,29.9
Au,PATRON,0.5132,,mg/L,1,0.2,0.018,0.0022,
Au,BLANCO,-0.0048,,mg/L,1,>100,-0.0002,-0.0005,
Au,BLANCO REACTIVO,0,,mg/L,1,37.9,-0.0005,-0.0002,
Au,SA007247-031,0.0341,,mg/L,1,7.2,0.0051,0.0011,29.98
Au,SA007247-032,0.0209,,mg/L,1,11.2,0.0031,0.0009,30.03
Au,PATRON,0.4983,,mg/L,1,8.6,0.0175,0.0019,
Au,BLANCO,0.0042,,mg/L,1,>100,0.0001,0.0001,
Au,BLANCO REACTIVO,0,,mg/L,1,45.1,-0.0003,-0.0004,
