Analista,ALS,,,,,,,,,
Fecha de inicio,13/05/2024 10:05 p. m.  GMT: 14/05/2024 04:05 a. m.,,,,,,,,,
Hoja de trabajo,SA003932-RCK_3,,,,,,,,,
Comentario,,,,,,,,,,
Métodos,Au,,,,,,,,,
,,,,,,,,,,
Método: Au EFAA30 (Llama),,,,,,,,,,
,,,,,,,,,,
,PATRON,0.5335,,mg/L,1.7,0.0172,0.0014,0.0175,0.0169,0.0173
,BLANCO,0.027,,mg/L,19.8,0.0009,0.0008,0.001,0.0007,0.0009
,BLANCO REACTIVO,0,,mg/L,20.1,0.0009,0.0013,0.0008,0.0011,0.0007
,SA003932-001,0.138,,mg/L,2.4,0.0127,0.0006,0.0125,0.0127,0.0131
,SA003932-002,0.1404,,mg/L,2.3,0.013,0.0008,0.0128,0.0133,0.0128
,SA003932-003,0.2416,,mg/L,2.4,0.0222,0.0006,0.0222,0.0228,0.0217
,SA003932-004,0.0057,,mg/L,36.6,0.0005,0.0004,0.0004,0.0004,0.0008
,SA003932-005,0.9203,,mg/L,0.7,0.0815,0.0006,0.0809,0.0817,0.082
,PATRON,0.4905,,mg/L,0.5,0.0158,0.0013,0.0159,0.0157,0.0158
,SA003932-006,2.2101,,mg/L,0.6,0.195,0.0012,0.194,0.1963,0.1946
,SA003932-007,0.8314,,mg/L,1,0.0751,0.0007,0.0745,0.0759,0.0748
,PATRON,0.5104,,mg/L,1.1,0.0165,0.001,0.0164,0.0167,0.0164
,BLANCO,0.0103,,mg/L,87.9,0.0003,0.0004,0.0003,0.0001,0.0006
,BLANCO REACTIVO,0,,mg/L,11.9,0.001,0.0013,0.0011,0.001,0.0009
