PATRON,1.0068,,mg/L,0.6,0.0007,0.1234,0.0002,0.1231,0.1242,0.123
BLANCO,0.0058,,mg/L,28,0.0002,0.0007,-0.0004,0.0009,0.0005,0.0007
BLANCO REACTIVO,0,,mg/L,32.4,0.0002,0.0006,-0.0002,0.0006,0.0004,0.0008
H KCA PO,0.0441,,mg/L,8.4,0.0005,0.0054,0.0009,0.0059,0.0054,0.005
H KCA PO,0.0394,,mg/L,4.7,0.0002,0.0049,0.0012,0.0046,0.005,0.005
H KCA PO,0.0383,,mg/L,7.8,0.0004,0.0047,0.0012,0.0051,0.0046,0.0044
PATRON,0.9949,,mg/L,0.7,0.0008,0.122,0.0003,0.1223,0.1226,0.1211
H KCA PO,0.0399,,mg/L,6.9,0.0003,0.0049,0.0012,0.0047,0.0047,0.0053
H KCA PO,0.043,,mg/L,10,0.0005,0.0053,0.001,0.0048,0.0058,0.0054
PATRON,1.0056,,mg/L,0.3,0.0003,0.1233,0,0.1229,0.1235,0.1234
BLANCO,0.0033,,mg/L,39.3,0.0002,0.0004,-0.0005,0.0005,0.0002,0.0005
BLANCO REACTIVO,0,,mg/L,5.7,0.0001,0.0014,-0.0003,0.0014,0.0014,0.0013
M1 PO,0.0294,,mg/L,11.3,0.0004,0.0036,0.0006,0.0036,0.0032,0.004
M2 PO,0.0207,,mg/L,7.5,0.0002,0.0026,0.0006,0.0024,0.0028,0.0025
M3 PO,0.0237,,mg/L,7.3,0.0002,0.0029,0.0008,0.0031,0.003,0.0027
M4 PO,0.0248,,mg/L,15.2,0.0005,0.0031,0.0008,0.0036,0.0027,0.0029
PATRON,0.9959,,mg/L,0.2,0.0002,0.1221,-0.0008,0.122,0.1224,0.122
P KCA PO,0.0325,,mg/L,4.7,0.0002,0.004,0.0006,0.0038,0.0041,0.0041
PATRON,0.9989,,mg/L,0.5,0.0007,0.1225,-0.0009,0.1232,0.1221,0.1221
BLANCO,-0.0017,,mg/L,72.6,0.0002,-0.0002,-0.0017,-0.0002,-0.0004,-0.0001
BLANCO REACTIVO,0,,mg/L,29.6,0.0003,0.001,-0.0002,0.0008,0.0013,0.0008
CELDA 8,0.0356,,mg/L,4.4,0.0002,0.0044,0.0008,0.0042,0.0046,0.0044
CANAL,0.0171,,mg/L,7.4,0.0002,0.0021,0.0005,0.0019,0.0022,0.0022
FASE 1,0.0434,,mg/L,8.4,0.0005,0.0054,0.0009,0.0058,0.005,0.0053
FASE 2,-0.002,,mg/L,97.8,0.0002,-0.0002,0.0012,0,-0.0004,-0.0004
FASE 3,0.001,,mg/L,78.5,0.0002,-0.0002,0.0013,-0.0004,-0.0001,-0.0001
VSP NORTE,0.0884,,mg/L,84.4,0.0089,0.0105,0.0009,0.0104,0.0194,0.0017
CELDA 8.1,0.007,,mg/L,17.3,0.0001,0.0009,0.0008,0.0009,0.0007,0.001
CELDA 8.2,0.0035,,mg/L,>100,0.0005,0.0004,0.0007,0.0008,-0.0002,0.0007
CELDA 8.3,0.0041,,mg/L,53.2,0.0003,0.0005,0.0007,0.0005,0.0003,0.0008
S. RICA,0.0015,,mg/L,98.7,0.0002,0.0002,0.0006,0,0.0001,0.0004
PATRON,1.0023,,mg/L,0.3,0.0004,0.119,0.0005,0.1194,0.1186,0.1189
BLANCO,0.0046,,mg/L,88.1,0.0005,0.0005,-0.0003,0.0003,0.0002,0.0011
BLANCO REACTIVO,0,,mg/L,19.4,0.0002,0.0012,-0.0012,0.0011,0.001,0.0014
H KCA PE,0.0008,,mg/L,>100,0.0003,0.0001,0,0.0003,0.0002,-0.0002
H KCA PE,0.0038,,mg/L,>100,0.0005,0.0004,-0.0003,0.0002,0,0.001
H KCA PE,0.001,,mg/L,>100,0.0002,-0.0001,0.0002,-0.0002,-0.0002,0.0002
PATRON,1.002,,mg/L,1,0.0012,0.1237,0.0009,0.125,0.1227,0.1234
H KCA PE,0.0019,,mg/L,66.8,0.0002,0.0002,0.0019,0.0002,0.0004,0.0001
H KCA PE,0.001,,mg/L,>100,0.0002,-0.0001,0.0025,-0.0004,0,0
PATRON,1.0104,,mg/L,0.5,0.0006,0.1247,0.0011,0.124,0.1251,0.1251
BLANCO,-0.0034,,mg/L,36.8,0.0002,-0.0004,0.0005,-0.0003,-0.0004,-0.0006
BLANCO REACTIVO,0,,mg/L,>100,0.0004,0.0002,0.0001,0.0003,0.0004,-0.0002
M1 PE,0.001,,mg/L,>100,0.0004,-0.0001,0.0021,-0.0005,0.0004,-0.0001
M2 PE,0.0022,,mg/L,15.5,0,0.0003,0.0021,0.0002,0.0003,0.0003
M3 PE,0.0043,,mg/L,67.6,0.0004,0.0005,0.0018,0.0009,0.0005,0.0002
M4 PE,0.001,,mg/L,>100,0.0001,0.0001,0.0023,0.0003,0.0001,0
PATRON,1.0054,,mg/L,0.4,0.0005,0.1241,0.0011,0.124,0.1247,0.1237
P KCA PE,0.0062,,mg/L,52.6,0.0004,0.0008,0.0017,0.0012,0.0007,0.0004
PATRON,0.9887,,mg/L,0.7,0.0008,0.1221,0.0006,0.123,0.1215,0.1218
BLANCO,-0.0032,,mg/L,76,0.0003,-0.0004,0.0001,-0.0002,-0.0003,-0.0007
BLANCO REACTIVO,0,,mg/L,>100,0.0003,-0.0001,0.0002,-0.0004,0.0001,-0.0001
ELY 1,0.001,,mg/L,22.4,0.0001,-0.0004,0.0024,-0.0005,-0.0003,-0.0004
ELY 2,0.001,,mg/L,>100,0.0001,0,0.0021,0,0.0001,-0.0002
ELY 3,0.001,,mg/L,63.8,0.0001,-0.0002,0.0025,-0.0001,-0.0003,-0.0002
ELY 4,0.0004,,mg/L,>100,0.0002,0.0001,0.0023,-0.0001,0.0002,0
PATRON,0.9449,,mg/L,0.6,0.0007,0.1167,0.0007,0.1172,0.116,0.1169
ELY P,0.001,,mg/L,>100,0.0003,0.0001,0.0023,0,-0.0001,0.0005
PATRON,0.9981,,mg/L,0.3,0.0004,0.1177,0.0005,0.1173,0.1179,0.118
BLANCO,0.0022,,mg/L,84.4,0.0002,0.0003,-0.0002,0.0001,0.0002,0.0005
BLANCO REACTIVO,0,,mg/L,>100,0.0004,-0.0003,0.0003,-0.0005,0.0001,-0.0007
NOROESTE,0.0036,,mg/L,34.9,0.0001,0.0004,0.0022,0.0003,0.0004,0.0006
TRITURADORA,0.0159,,mg/L,30.6,0.0006,0.0019,0.0018,0.0023,0.0021,0.0012
VICTORIA,0.0021,,mg/L,35.8,0.0001,0.0002,0.0024,0.0002,0.0003,0.0002
CELDA 1,0.0035,,mg/L,96.3,0.0004,0.0004,0.0023,0.0002,0.0009,0.0002
CELDA 2,0.0042,,mg/L,56.3,0.0003,0.0005,0.0022,0.0006,0.0002,0.0007
CELDA 3,0.0057,,mg/L,81.9,0.0005,0.0007,0.0022,0.0012,0.0007,0.0001
CELDA 4A,0.004,,mg/L,24.1,0.0001,0.0005,0.0029,0.0005,0.0003,0.0006
CELDA 4B,0.007,,mg/L,51.1,0.0004,0.0008,0.0026,0.0008,0.0004,0.0013
CELDA 5A,0.0054,,mg/L,28.2,0.0002,0.0006,0.0023,0.0006,0.0008,0.0005
CELDA 5B,0.0074,,mg/L,8,0.0001,0.0009,0.0021,0.0008,0.0009,0.0009
PATRON,0.9843,,mg/L,0.6,0.0008,0.12,0.001,0.1192,0.1206,0.1202
