PATRON,5.0612,,mg/L,0.7,0.0523,1,1,1,0.0519,0.0526,0.0522
BLANCO,0.0505,,mg/L,63.8,0.0005,1,1,1,0.0003,0.0004,0.0009
BLANCO REACTIVO,0,,mg/L,19,0.0005,1,1,1,0.0004,0.0006,0.0005
FASE 1,0.0355,,mg/L,54.1,0.0004,1,1,1,0.0005,0.0005,0.0001
PATRON,5.0672,,mg/L,0.9,0.0523,1,1,1,0.0519,0.0523,0.0528
FASE 2,0.0696,,mg/L,44.7,0.0007,1,1,1,0.0004,0.0007,0.0011
FASE 3,0.0668,,mg/L,25.6,0.0007,1,1,1,0.0005,0.0008,0.0008
PATRON,4.9896,,mg/L,1.9,0.0515,1,1,1,0.0526,0.0512,0.0508
BLANCO,0.0691,,mg/L,20.6,0.0007,1,1,1,0.0007,0.0006,0.0009
BLANCO REACTIVO,0,,mg/L,22.4,0.0011,1,1,1,0.0011,0.0014,0.0009
VSP NORTE,0.0295,,mg/L,>100,0.0003,1,1,1,0.0003,0.0007,-0.0001
CELDA 8.1,0.0863,,mg/L,43.3,0.0009,1,1,1,0.0005,0.0012,0.0011
CELDA 8.2,0.0627,,mg/L,42,0.0007,1,1,1,0.0004,0.0006,0.001
CELDA 8.3,2.2919,,mg/L,0.7,0.0241,1,1,1,0.0242,0.0242,0.0239
PATRON,5.022,,mg/L,0.4,0.0519,1,1,1,0.0521,0.0519,0.0516
BLANCO,0.0436,,mg/L,33.3,0.0005,1,1,1,0.0003,0.0004,0.0006
BLANCO REACTIVO,0,,mg/L,13.3,0.0021,1,1,1,0.0023,0.0022,0.0018
