PATRON,4.8582,,mg/L,0.7,0.0511,0.0515,0.0508,0.0508
BLANCO,0.0021,,mg/L,>100,0,0,0,0
BLANCO REACTIVO,0,,mg/L,3.8,0.0012,0.0012,0.0011,0.0011
FASE 1,0.0102,,mg/L,75.8,0.0001,0.0002,0.0001,0
FASE 2,0.0144,,mg/L,89.4,0.0002,0.0003,0,0.0001
FASE 3,0.0124,,mg/L,65.8,0.0001,0.0002,0,0.0001
VSP NORTE,0.0073,,mg/L,71.3,0.0001,0.0001,0,0.0001
CELDA 8.1,0.0225,,mg/L,75,0.0002,0.0001,0.0004,0.0003
CELDA 8.2,0.0236,,mg/L,9.2,0.0003,0.0002,0.0003,0.0003
CELDA 8.3,0.0548,,mg/L,22.3,0.0006,0.0005,0.0005,0.0007
PATRON,4.8674,,mg/L,0.6,0.0511,0.0513,0.0513,0.0508
BLANCO,0.0092,,mg/L,57.3,0.0001,0.0001,0,0.0001
BLANCO REACTIVO,0,,mg/L,6.2,0.0013,0.0013,0.0013,0.0012
