Analista,,,,,,,,,,
Fecha de inicio,13/04/2024 01:15 a. m.  GMT: 13/04/2024 07:15 a. m.,,,,,,,,,
Hoja de trabajo,SA003561-RCK,,,,,,,,,
Comentario,,,,,,,,,,
Métodos,Au,,,,,,,,,
,,,,,,,,,,
Método: Au EFAA30 (Llama),,,,,,,,,,
,,,,,,,,,,
,PATRON,0.5194,,mg/L,2.5,0.016,0.0042,0.0156,0.0162,0.0163
,BLANCO,0.0181,,mg/L,96.4,0.0006,0.002,-0.0001,0.0009,0.0008
,BLANCO REACTIVO,0,,mg/L,18.2,-0.0013,0.0009,-0.0012,-0.0016,-0.0011
,SA003561-001,0.992,,mg/L,0.2,0.1185,0.0037,0.1187,0.1184,0.1183
,SA003561-002,0.7831,,mg/L,0.4,0.0715,0.003,0.0712,0.0718,0.0716
,SA003561-003,0.3209,,mg/L,2.1,0.0286,0.0029,0.0292,0.0286,0.028
,SA003561-004,0.1523,,mg/L,5.5,0.0134,0.0025,0.0129,0.0131,0.0143
,SA003561-005,0.9684,,mg/L,0.7,0.0643,0.0028,0.0638,0.0647,0.0645
,PATRON,0.5135,,mg/L,1.5,0.0158,0.004,0.0157,0.0157,0.0161
,SA003561-006,0.7072,,mg/L,0.1,0.0891,0.0032,0.089,0.0892,0.0892
,SA003561-007,0.5268,,mg/L,1.1,0.0474,0.0021,0.047,0.048,0.0473
,SA003561-008,0.411,,mg/L,0.9,0.0368,0.0033,0.0364,0.0368,0.0371
,SA003561-009,0.4285,,mg/L,1,0.0384,0.0031,0.038,0.0385,0.0387
,SA003561-010,0.0117,,mg/L,33.9,0.001,0.0023,0.0014,0.0007,0.001
,PATRON,0.5082,,mg/L,4.8,0.0157,0.0039,0.016,0.0148,0.0162
,BLANCO,0.0079,,mg/L,>100,0.0002,0.0019,0.0005,0.0008,-0.0006
,BLANCO REACTIVO,0,,mg/L,31.8,-0.0013,0.0007,-0.0017,-0.0009,-0.0013
,SA003561-011,0.712,,mg/L,0.9,0.0648,0.0027,0.0644,0.0655,0.0645
,SA003561-012,0.5761,,mg/L,1.6,0.052,0.0025,0.0526,0.0524,0.0511
,SA003561-013,0.0812,,mg/L,7.9,0.0071,0.0021,0.007,0.0066,0.0077
,PATRON,0.5116,,mg/L,0.5,0.0158,0.0034,0.0158,0.0157,0.0158
,BLANCO,0.0184,,mg/L,>100,0.0006,0.0018,0.0012,0.0005,0
,BLANCO REACTIVO,0,,mg/L,50.1,-0.0013,0.0008,-0.0017,-0.0017,-0.0006
