Analista,JGS,,,,,,,,
Fecha de inicio,31/03/2023 01:37 a. m.  GMT: 31/03/2023 07:37 a. m.,,,,,,,,
Hoja de trabajo,SA000824_6,,,,,,,,
Comentario,,,,,,,,,
Métodos,Ag,,,,,,,,
,,,,,,,,,
Método: Ag HCL (Llama),,,,,,,,,
,,,,,,,,,
,PATRON,1.0089,,mg/L,0.2,0.114,0.1139,0.1139,0.1142
,BLANCO,0.001,,mg/L,>100,0.0001,0.0003,-0.0001,0.0001
,BLANCO REACTIVO,0,,mg/L,23.6,-0.0003,-0.0003,-0.0003,-0.0002
,SA000824-001,3.0392,,mg/L,1.6,0.0146,0.0148,0.0147,0.0144
,SA000824-002,5.1112,,mg/L,1.4,0.0241,0.0238,0.0241,0.0245
,SA000824-003,0.1076,,mg/L,35.4,0.0005,0.0005,0.0003,0.0007
,SA000824-004,28.5498,,mg/L,0.6,0.1332,0.1324,0.1339,0.1334
,SA000824-005,26.1662,,mg/L,0.7,0.1228,0.1235,0.1219,0.1231
,PATRON,0.9998,,mg/L,0.9,0.113,0.1122,0.1141,0.1127
,SA000824-006,4.076,,mg/L,1.4,0.0197,0.0195,0.02,0.0195
,SA000824-007,8.4551,,mg/L,2,0.0393,0.0386,0.0392,0.0402
,SA000824-008,3.7904,,mg/L,0.6,0.0178,0.0179,0.0179,0.0177
,SA000824-009,3.495,,mg/L,0.8,0.0168,0.0166,0.0167,0.0169
,SA000824-010,0.0328,,mg/L,64.4,0.0002,0.0001,0.0003,0.0001
,PATRON,0.9968,,mg/L,0.2,0.1127,0.1127,0.1124,0.1129
,BLANCO,0.0002,,mg/L,>100,0,-0.0002,0,0.0002
,BLANCO REACTIVO,0,,mg/L,33.7,-0.0002,-0.0001,-0.0002,-0.0003
,SA000824-011,3.366,,mg/L,1.7,0.0157,0.016,0.0157,0.0154
,SA000824-012,3.3017,,mg/L,0.7,0.0156,0.0156,0.0157,0.0155
,SA000824-013,2.3141,,mg/L,1.6,0.0109,0.0107,0.0108,0.0111
,SA000824-014,4.6585,,mg/L,1.2,0.0222,0.0223,0.0223,0.0218
,SA000824-015,40.2935,,mg/L,1.5,0.1859,0.1828,0.1878,0.1871
,PATRON,1.0083,,mg/L,0.9,0.1139,0.1131,0.1151,0.1136
,SA000824-016,24.0842,,mg/L,0.8,0.109,0.1097,0.1094,0.108
,PATRON,1.0012,,mg/L,0.4,0.1132,0.1127,0.1134,0.1133
,BLANCO,0.0002,,mg/L,>100,0,0.0002,0,-0.0001
,BLANCO REACTIVO,0,,mg/L,47.8,-0.0004,-0.0002,-0.0005,-0.0006
