Analista,ALS,,,,,,,,,
Fecha de inicio,14/04/2023 05:39 a. m.  GMT: 14/04/2023 10:39 a. m.,,,,,,,,,
Hoja de trabajo,SA000958-RE_3,,,,,,,,,
Comentario,,,,,,,,,,
Métodos,Au,,,,,,,,,
,,,,,,,,,,
Método: Au EFAA30 (Llama),,,,,,,,,,
,,,,,,,,,,
,PATRON,0.5054,,mg/L,1.6,0.0147,0.0013,0.0149,0.0145,0.0146
,BLANCO,-0.0145,,mg/L,58.3,-0.0004,0.0004,-0.0007,-0.0003,-0.0002
,BLANCO REACTIVO,0,,mg/L,>100,-0.0006,0.0007,-0.0005,-0.0013,0
,SA000949-020,0.0955,,mg/L,2.4,0.0079,0.0012,0.008,0.0077,0.008
,SA000949-021,0.2835,,mg/L,1.2,0.0237,0.0011,0.024,0.0238,0.0234
,SA000949-022,0.1002,,mg/L,1.8,0.0083,0.0011,0.0083,0.0081,0.0084
,SA000949-023,0.1258,,mg/L,5.7,0.0078,0.0013,0.0075,0.0083,0.0075
,PATRON,0.5141,,mg/L,1.4,0.0149,0.0021,0.015,0.0151,0.0147
,BLANCO,0.0056,,mg/L,>100,0.0002,0.0012,0.0001,0.0004,0
,BLANCO REACTIVO,0,,mg/L,44.9,-0.0005,0.0004,-0.0003,-0.0007,-0.0003
