PATRON,0.051,,mg/L,7.9,0.0002,0.0027,-0.0014,0.0025,0.0027,0.0029
BLANCO,-0.0003,,mg/L,58.8,0.0003,0.0006,0.0016,0.0009,0.0006,0.0002
BLANCO REACTIVO,0,,mg/L,14,0.0001,-0.001,-0.0001,-0.0009,-0.0009,-0.0011
H KCA PO,0.0526,,mg/L,8.9,0.0002,0.0028,0.002,0.0025,0.0029,0.0028
H KCA PO,0.0504,,mg/L,7.8,0.0002,0.0027,0.0019,0.0027,0.0024,0.0028
H KCA PO,0.0496,,mg/L,15.1,0.0004,0.0026,0.002,0.0025,0.0031,0.0023
PATRON,0.0456,,mg/L,6,0.0001,0.0024,-0.0013,0.0025,0.0023,0.0026
H KCA PO,0.0503,,mg/L,8.2,0.0002,0.0027,0.002,0.0025,0.0026,0.0029
H KCA PO,0.0531,,mg/L,5.3,0.0001,0.0028,0.0019,0.0029,0.0028,0.0026
PATRON,0.0478,,mg/L,6.5,0.0002,0.0025,-0.0003,0.0026,0.0027,0.0024
BLANCO,-0.0047,,mg/L,60.3,0.0001,0.0002,0.0009,0.0001,0.0002,0.0004
BLANCO REACTIVO,0,,mg/L,17.8,0.0002,0.0013,-0.0006,0.0011,0.0012,0.0015
M1 PO,0.0481,,mg/L,9.7,0.0002,0.0026,0.0027,0.0028,0.0025,0.0024
M2 PO,0.0353,,mg/L,3.4,0.0001,0.002,0.0029,0.0021,0.0019,0.002
M3 PO,0.0275,,mg/L,6.9,0.0001,0.0017,0.0028,0.0015,0.0018,0.0017
M4 PO,0.0193,,mg/L,6.5,0.0001,0.0013,0.003,0.0013,0.0012,0.0014
PATRON,0.0474,,mg/L,7.3,0.0002,0.0025,0.0007,0.0024,0.0027,0.0024
P KCA PO,0.017,,mg/L,16.6,0.0002,0.0012,0.0028,0.001,0.0014,0.0012
PATRON,0.0499,,mg/L,8.9,0.0002,0.0026,-0.0001,0.0026,0.0029,0.0024
BLANCO,-0.0027,,mg/L,>100,0.0001,0.0001,-0.0021,0,0.0002,0.0001
BLANCO REACTIVO,0,,mg/L,6.7,0.0001,0.0008,-0.0007,0.0007,0.0008,0.0008
CELDA 8,0.0511,,mg/L,10,0.0003,0.0027,0.0031,0.003,0.0026,0.0025
PATRON,0.047,,mg/L,5.1,0.0001,0.0021,-0.0008,0.002,0.0022,0.0021
BLANCO,0.0002,,mg/L,8,0,0.0005,0.001,0.0005,0.0004,0.0005
BLANCO REACTIVO,0,,mg/L,36.1,0.0002,-0.0005,-0.0001,-0.0007,-0.0005,-0.0003
H KCA PE,0.0372,,mg/L,11.9,0.0002,0.0017,0.0018,0.0016,0.0016,0.0019
H KCA PE,0.034,,mg/L,17.3,0.0003,0.0016,0.002,0.0013,0.0015,0.0019
H KCA PE,0.0389,,mg/L,11.2,0.0002,0.0019,-0.0028,0.0017,0.0021,0.002
PATRON,0.0473,,mg/L,5.7,0.0001,0.0023,-0.0029,0.0024,0.0021,0.0023
H KCA PE,0.0393,,mg/L,5.4,0.0001,0.0022,-0.0004,0.0023,0.0021,0.0021
H KCA PE,0.0344,,mg/L,8.4,0.0001,0.0016,0.0019,0.0017,0.0014,0.0017
PATRON,0.0519,,mg/L,3.7,0.0001,0.0023,-0.0003,0.0022,0.0024,0.0024
BLANCO,-0.0013,,mg/L,>100,0.0004,0.0001,-0.0027,0.0002,0.0005,-0.0003
BLANCO REACTIVO,0,,mg/L,26.5,0.0002,0.0009,-0.0017,0.001,0.001,0.0006
M1 PE,0.0284,,mg/L,15.2,0.0002,0.0013,0.0023,0.0013,0.0015,0.0011
M2 PE,0.0219,,mg/L,12.2,0.0001,0.0011,0.0024,0.001,0.0012,0.001
M3 PE,0.0204,,mg/L,8.5,0.0001,0.001,0.0023,0.001,0.0009,0.0011
M4 PE,0.0168,,mg/L,17.6,0.0002,0.0009,0.0022,0.0008,0.001,0.0007
PATRON,0.0462,,mg/L,11.2,0.0003,0.0022,-0.0039,0.002,0.0022,0.0025
P KCA PE,0.0068,,mg/L,37.4,0.0002,0.0005,-0.0012,0.0006,0.0006,0.0003
PATRON,0.0538,,mg/L,5.7,0.0001,0.0024,-0.0007,0.0024,0.0025,0.0023
BLANCO,0.0056,,mg/L,59.5,0.0003,0.0004,-0.0034,0.0007,0.0002,0.0004
BLANCO REACTIVO,0,,mg/L,2.8,0,0.0014,-0.0025,0.0014,0.0014,0.0014
ELY 1,0.0243,,mg/L,16.8,0.0002,0.0012,0.0023,0.0009,0.0013,0.0013
ELY 2,0.0168,,mg/L,27.8,0.0002,0.0009,0.0022,0.001,0.001,0.0006
ELY 3,0.0143,,mg/L,27.9,0.0002,0.0008,0.002,0.0005,0.0009,0.0009
ELY 4,0.0103,,mg/L,49.7,0.0003,0.0006,0.0019,0.0003,0.0007,0.0008
PATRON,0.0502,,mg/L,8.2,0.0002,0.0023,-0.0011,0.0025,0.0022,0.0021
ELY P,0.0125,,mg/L,32.7,0.0002,0.0007,0.0019,0.0005,0.0009,0.0006
PATRON,0.0493,,mg/L,7.8,0.0002,0.0022,-0.0019,0.0024,0.0023,0.002
BLANCO,-0.0029,,mg/L,>100,0.0002,0,-0.0008,-0.0001,0.0001,0.0001
BLANCO REACTIVO,0,,mg/L,44.9,0.0001,0.0003,-0.0009,0.0001,0.0003,0.0003
