Analista,,,,,,,,,
Fecha de inicio,19/04/2023 04:14 a. m.  GMT: 19/04/2023 10:14 a. m.,,,,,,,,
Hoja de trabajo,SA000989RE_6,,,,,,,,
Comentario,,,,,,,,,
Métodos,Ag,,,,,,,,
,,,,,,,,,
Método: Ag   (Llama),,,,,,,,,
,,,,,,,,,
,PATRON,1.004,,mg/L,0.2,0.1249,0.125,0.1251,0.1247
,BLANCO,0.0039,,mg/L,15.4,0.0005,0.0004,0.0005,0.0006
,BLANCO REACTIVO,0,,mg/L,>100,-0.0001,0,-0.0002,0
,SA000984-002,1.6118,,mg/L,1.5,0.0082,0.0081,0.0083,0.0082
,SA000984-003,2.2233,,mg/L,19.3,0.0114,0.0116,0.0134,0.0091
,SA000984-004,2.9649,,mg/L,2.7,0.0154,0.0159,0.0153,0.0151
,SA000984-005,2.0699,,mg/L,6.6,0.0107,0.0101,0.0115,0.0105
,SA000984-006,1.7074,,mg/L,5.5,0.0087,0.0092,0.0088,0.0082
,PATRON,0.9867,,mg/L,0.6,0.1163,0.1161,0.1171,0.1157
,SA000984-007,1.7497,,mg/L,5.9,0.0085,0.0091,0.0081,0.0083
,SA000984-009,1.6386,,mg/L,13.5,0.0078,0.009,0.0076,0.0069
,SA000984-015,1.2706,,mg/L,2.2,0.0062,0.0061,0.0061,0.0063
,SA000984-016,1.5203,,mg/L,1.5,0.0073,0.0075,0.0073,0.0072
,SA000984-017,1.9197,,mg/L,1.4,0.0094,0.0095,0.0093,0.0093
,PATRON,1.0066,,mg/L,0.6,0.1186,0.1185,0.1193,0.118
,BLANCO,0.0021,,mg/L,80.5,0.0002,0.0005,0.0001,0.0002
,BLANCO REACTIVO,0,,mg/L,30.7,-0.0002,-0.0001,-0.0002,-0.0002
,SA000984-018,-0.0139,,mg/L,>100,-0.0001,0,-0.0003,0.0001
,SA000984-019,2.2751,,mg/L,2.7,0.0112,0.0115,0.0109,0.0112
,SA000984-020,2.0447,,mg/L,0.5,0.01,0.01,0.01,0.0101
,SA000984-021,2.7016,,mg/L,1.4,0.0131,0.0129,0.0131,0.0133
,PATRON,1.0084,,mg/L,0.5,0.1188,0.1182,0.1195,0.1188
,BLANCO,0.0024,,mg/L,58.1,0.0003,0.0005,0.0003,0.0001
,BLANCO REACTIVO,0,,mg/L,>100,-0.0001,0,0,-0.0002
