Analista,JS,,,,,,,,
Fecha de inicio,06:11 a. m. 18/12/2025  GMT: 12:11 p. m. 18/12/2025,,,,,,,,
Hoja de trabajo,SA007252_3,,,,,,,,
Comentario,,,,,,,,,
Métodos,Au,,,,,,,,
,,,,,,,,,
Método: Au EFAA30 (Llama),,,,,,,,,
,,,,,,,,,
,PATRON,0.5034,,mg/L,1,2.1,0.0169,0.0016,
,BLANCO,0.0026,,mg/L,1,>100,0.0001,0.0002,
,BLANCO REACTIVO,0,,mg/L,1,30.4,-0.0008,0.0009,
,SA007252-001,0.0631,,mg/L,1,1.6,0.009,-0.0001,30.01
,SA007252-002,0.0687,,mg/L,1,1.7,0.0098,-0.0004,30.02
,SA007252-003,0.0347,,mg/L,1,6.1,0.0049,0,30.02
,SA007252-004,0.0251,,mg/L,1,8.3,0.0036,-0.0003,30.02
,SA007252-005,0.0333,,mg/L,1,3.6,0.0047,-0.0001,30.03
,PATRON,0.4866,,mg/L,1,0.6,0.0163,0.0016,
,SA007252-006,0.088,,mg/L,1,1.6,0.0126,0.0004,30.03
,SA007252-007,0.0891,,mg/L,1,2.5,0.0128,0.0004,30
,SA007252-008,0.496,,mg/L,1,0.8,0.0794,0.0004,30
,SA007252-009,0.02,,mg/L,1,4.9,0.0028,0.0004,30
,SA007252-010,0.0178,,mg/L,1,5.9,0.0025,0.001,30.01
,PATRON,0.5199,,mg/L,1,1.8,0.0179,0.0011,
,BLANCO,-0.003,,mg/L,1,>100,-0.0001,-0.0001,
,BLANCO REACTIVO,0,,mg/L,1,95.4,-0.0003,-0.0005,
,SA007252-011,0.0388,,mg/L,1,2.4,0.0056,-0.0002,30
,SA007252-012,0.0333,,mg/L,1,6.8,0.0048,-0.0005,30.02
,SA007252-013,0.0411,,mg/L,1,6.6,0.006,0,30.01
,SA007252-014,0.0437,,mg/L,1,2.7,0.0064,-0.0001,30.01
,SA007252-015,0.0472,,mg/L,1,2.3,0.0069,-0.0001,30
,PATRON,0.4953,,mg/L,1,3,0.0165,0.0016,
,SA007252-016,0.075,,mg/L,1,1.6,0.0106,0.0002,30.01
,SA007252-017,0.0734,,mg/L,1,3.6,0.0104,0.0003,30
,SA007252-018,1.0031,,mg/L,1,4.2,0.1793,-0.0009,30.01
,SA007252-019,0.0248,,mg/L,1,8.4,0.0035,0.0006,30
,SA007252-020,0.0193,,mg/L,1,6,0.0027,0.0009,30.02
,PATRON,0.4967,,mg/L,1,0.6,0.0158,0.0015,
,BLANCO,-0.0062,,mg/L,1,59.1,-0.0002,-0.0003,
,BLANCO REACTIVO,0,,mg/L,1,29.3,-0.0004,-0.0003,
,SA007252-021,0.0719,,mg/L,1,3.6,0.0097,0.0008,30.03
,SA007252-022,0.0091,,mg/L,1,22.7,0.0012,0.0007,30.02
,SA007252-023,0.0879,,mg/L,1,0.8,0.0119,0.0008,30.03
,SA007252-024,0.0266,,mg/L,1,3.7,0.0036,0.001,30.03
,SA007252-025,0.0015,,mg/L,1,>100,0.0002,0.0008,3
,PATRON,0.4922,,mg/L,1,2.1,0.0158,0.0017,
,SA007252-026,0.0295,,mg/L,1,2.4,0.004,0.0008,30.02
,SA007252-027,0.0515,,mg/L,1,0.6,0.0069,0.0013,30.03
,SA007252-028,0.0672,,mg/L,1,2.3,0.0091,0.0009,30.02
,SA007252-029,0.1087,,mg/L,1,0.9,0.0148,0.0013,30.01
,SA007252-030,0.0519,,mg/L,1,0.2,0.007,0.001,30.01
,PATRON,0.5073,,mg/L,1,1,0.0163,0.0016,
,BLANCO,0.0028,,mg/L,1,>100,0.0001,-0.0001,
,BLANCO REACTIVO,0,,mg/L,1,47.9,-0.0007,-0.0001,
,SA007252-031,0.037,,mg/L,1,2.9,0.005,0.0013,30.01
,SA007252-032,0.023,,mg/L,1,3.7,0.0031,0.0012,30.01
,PATRON,0.5113,,mg/L,1,1.2,0.0169,0.0012,
,BLANCO,0.0007,,mg/L,1,>100,0,-0.0002,
,BLANCO REACTIVO,0,,mg/L,1,>100,0,-0.0001,
