Analista,NR,,,,,,,,
Fecha de inicio,09:20 a. m. 11/01/2026  GMT: 03:20 p. m. 11/01/2026,,,,,,,,
Hoja de trabajo,SA007620,,,,,,,,
Comentario,,,,,,,,,
Métodos,Au,,,,,,,,
,,,,,,,,,
Peso nominal,1,Volumen nominal,1,,,,,,
Método: Au EFAA30 (Llama),,,,,,,,,
,,,,,,,,,
Au,PATRON,0.5099,,mg/L,1,1,0.0194,0.0006,
Au,BLANCO,0.0012,,mg/L,1,>100,0,-0.0023,
Au,BLANCO REACTIVO,0,,mg/L,1,36.9,0.0009,-0.001,
Au,SA007620-001,0.2567,,mg/L,1,1.7,0.042,-0.0018,30.01
Au,SA007620-002,0.3799,,mg/L,1,0.4,0.0622,-0.0023,30.02
Au,SA007620-003,0.3167,,mg/L,1,1.2,0.0519,-0.0018,30.02
Au,SA007620-004,0.6921,,mg/L,1,1.4,0.1133,-0.0013,30.02
Au,SA007620-005,0.2213,,mg/L,1,2,0.0362,-0.0018,30
Au,PATRON,0.5071,,mg/L,1,0.7,0.0193,-0.0011,
Au,SA007620-006,0.5596,,mg/L,1,0.8,0.0917,-0.0016,30.02
Au,SA007620-007,0.0985,,mg/L,1,4.7,0.0161,-0.0017,30.03
Au,SA007620-008,0.187,,mg/L,1,1,0.0306,-0.0011,30.03
Au,SA007620-009,0.0915,,mg/L,1,1.4,0.0149,-0.0015,30
Au,SA007620-010,0.0708,,mg/L,1,1.3,0.0116,-0.001,30.02
Au,PATRON,0.4912,,mg/L,1,0.6,0.0187,-0.0007,
Au,BLANCO,-0.0068,,mg/L,1,62.6,-0.0003,-0.0013,
Au,BLANCO REACTIVO,0,,mg/L,1,92.2,0.0001,-0.0002,
Au,SA007620-011,0.1025,,mg/L,1,1.2,0.0167,-0.0011,30
Au,SA007620-012,0.0881,,mg/L,1,2.9,0.0144,-0.0012,30.03
Au,SA007620-013,0.1023,,mg/L,1,1,0.0167,-0.0015,30
Au,SA007620-014,0.2449,,mg/L,1,1,0.0401,-0.0015,30.01
Au,SA007620-015,-0.0008,,mg/L,1,>100,-0.0001,-0.0013,30.02
Au,PATRON,0.4856,,mg/L,1,2.2,0.0185,0.0007,
Au,SA007620-016,0.341,,mg/L,1,1.6,0.0558,-0.0008,30
Au,SA007620-017,0.3455,,mg/L,1,1.6,0.0566,-0.0013,30
Au,SA007620-018,0.3252,,mg/L,1,0.9,0.0533,-0.0008,30.02
Au,SA007620-019,0.1686,,mg/L,1,0.8,0.0276,-0.0007,30.03
Au,SA007620-020,0.1205,,mg/L,1,3.8,0.0197,-0.0005,30
Au,PATRON,0.4905,,mg/L,1,1.8,0.0187,-0.0003,
Au,BLANCO,0.0046,,mg/L,1,>100,0.0002,-0.0005,
Au,BLANCO REACTIVO,0,,mg/L,1,>100,0,-0.0001,
Au,SA007620-021,0.2463,,mg/L,1,0.9,0.0403,-0.0003,30.01
Au,SA007620-022,0.2442,,mg/L,1,0.6,0.04,-0.0004,30.01
Au,SA007620-023,0.2504,,mg/L,1,1.6,0.041,-0.0004,30.02
Au,SA007620-024,0.2441,,mg/L,1,1.2,0.0399,-0.0001,30
Au,SA007620-025,0.2183,,mg/L,1,0.2,0.0357,0,30.01
Au,PATRON,0.5095,,mg/L,1,0.9,0.0194,0.0004,
Au,SA007620-026,0.1298,,mg/L,1,1.3,0.0212,-0.0003,30
Au,SA007620-027,0.3028,,mg/L,1,0.9,0.0496,0,30.02
Au,SA007620-028,0.0028,,mg/L,1,15.1,0.0005,0.0003,30
Au,SA007620-029,0.0039,,mg/L,1,57.8,0.0006,0,3
Au,SA007620-030,0.0473,,mg/L,1,3.4,0.0077,0.0002,30.02
Au,PATRON,0.4863,,mg/L,1,1.6,0.0185,0.0007,
Au,BLANCO,0.0007,,mg/L,1,>100,0,-0.0004,
Au,BLANCO REACTIVO,0,,mg/L,1,>100,0,-0.0005,
Au,SA007620-031,0.0424,,mg/L,1,4,0.0072,-0.0001,30
Au,SA007620-032,0.4276,,mg/L,1,0.9,0.0733,-0.0007,30.02
Au,PATRON,0.4799,,mg/L,1,0.4,0.0191,0.0008,
Au,BLANCO,0.0052,,mg/L,1,>100,0.0002,-0.0002,
Au,BLANCO REACTIVO,0,,mg/L,1,>100,-0.0002,-0.0004,
