Analista,ECG,,,,,,,,
Fecha de inicio,24/08/2024 03:48 a. m.  GMT: 24/08/2024 09:48 a. m.,,,,,,,,
Hoja de trabajo,SA005216_3,,,,,,,,
Comentario,,,,,,,,,
Métodos,Au,,,,,,,,
,,,,,,,,,
Método: Au EFAA30 (Llama),,,,,,,,,
,,,,,,,,,
,PATRON,0.5053,,mg/L,1.9,0.0159,0.0158,0.0157,0.0163
,BLANCO,0.0024,,mg/L,81.3,0.0001,0,0,0.0001
,BLANCO REACTIVO,0,,mg/L,>100,-0.0002,-0.0003,-0.0003,0.0001
,SA005216-001,0.2896,,mg/L,1.2,0.0259,0.0256,0.0262,0.026
,SA005216-002,0.3436,,mg/L,0.8,0.0308,0.0307,0.0306,0.031
,SA005216-003,0.0098,,mg/L,11,0.0009,0.0009,0.001,0.0008
,SA005216-004,0.4092,,mg/L,2,0.0365,0.0357,0.037,0.0369
,SA005216-005,0.1848,,mg/L,1.7,0.0166,0.0164,0.0166,0.0169
,PATRON,0.5119,,mg/L,2.7,0.0161,0.0166,0.0157,0.0161
,SA005216-006,0.2149,,mg/L,2,0.0193,0.0197,0.0193,0.0189
,SA005216-007,0.0411,,mg/L,7.7,0.0037,0.0035,0.004,0.0037
,SA005216-008,0.0686,,mg/L,1.2,0.0062,0.0062,0.0063,0.0061
,SA005216-009,0.0699,,mg/L,1.5,0.0063,0.0064,0.0063,0.0062
,SA005216-010,0.066,,mg/L,1.4,0.006,0.006,0.0059,0.0061
,PATRON,0.5065,,mg/L,1.6,0.0159,0.0159,0.0157,0.0162
,BLANCO,0.0101,,mg/L,99.6,0.0003,0.0006,0,0.0003
,BLANCO REACTIVO,0,,mg/L,>100,-0.0001,0.0002,0,-0.0003
,SA005216-011,0.226,,mg/L,2.3,0.0203,0.0198,0.0203,0.0208
,SA005216-012,0.2585,,mg/L,1.3,0.0232,0.0235,0.0232,0.0229
,SA005216-013,0.2425,,mg/L,1.2,0.0218,0.0219,0.022,0.0215
,SA005216-014,0.3015,,mg/L,1.1,0.027,0.0269,0.0273,0.0268
,SA005216-015,0.2603,,mg/L,0.6,0.0234,0.0233,0.0232,0.0235
,PATRON,0.5144,,mg/L,0.4,0.0162,0.0161,0.0162,0.0163
,SA005216-016,0.3428,,mg/L,0.8,0.0307,0.0307,0.0304,0.0309
,SA005216-017,0.0081,,mg/L,54.2,0.0007,0.0012,0.0005,0.0005
,SA005216-018,0.0539,,mg/L,3.4,0.0049,0.005,0.0049,0.0047
,SA005216-019,0.1228,,mg/L,2.6,0.0111,0.0111,0.0113,0.0108
,SA005216-020,0.4006,,mg/L,0.6,0.0357,0.0359,0.0355,0.0358
,PATRON,0.5122,,mg/L,2.3,0.0161,0.0163,0.0157,0.0164
,BLANCO,0.004,,mg/L,90.5,0.0001,0.0001,0,0.0002
,BLANCO REACTIVO,0,,mg/L,41.2,-0.0005,-0.0003,-0.0006,-0.0007
,SA005216-021,0.0548,,mg/L,4.9,0.005,0.0048,0.0052,0.0048
,SA005216-022,0.0892,,mg/L,3.4,0.0081,0.0078,0.0084,0.008
,SA005216-023,0.2667,,mg/L,0.4,0.0239,0.0239,0.0238,0.024
,SA005216-024,0.1386,,mg/L,0.7,0.0125,0.0125,0.0126,0.0124
,SA005216-025,0.1,,mg/L,3,0.009,0.0093,0.0089,0.0089
,PATRON,0.5121,,mg/L,1,0.0161,0.016,0.0163,0.0161
,SA005216-026,0.0859,,mg/L,1.6,0.0078,0.0076,0.0078,0.0078
,SA005216-027,0.234,,mg/L,0.4,0.021,0.021,0.0211,0.021
,SA005216-028,0.2087,,mg/L,0.9,0.0188,0.0186,0.0188,0.0189
,SA005216-029,0.1815,,mg/L,1.7,0.0163,0.016,0.0164,0.0165
,SA005216-030,0.0718,,mg/L,3,0.0065,0.0065,0.0067,0.0063
,PATRON,0.5148,,mg/L,0.9,0.0162,0.0161,0.0164,0.0162
,BLANCO,-0.0049,,mg/L,>100,-0.0002,-0.0001,-0.0004,0
,BLANCO REACTIVO,0,,mg/L,63.5,0.0002,0.0003,0.0001,0.0002
,SA005216-031,0.1265,,mg/L,3.9,0.0114,0.0115,0.0118,0.0109
,SA005216-032,0.4489,,mg/L,1,0.04,0.0396,0.04,0.0404
,PATRON,0.5002,,mg/L,0.5,0.0158,0.0158,0.0157,0.0158
,BLANCO,-0.0083,,mg/L,68.5,-0.0003,-0.0003,-0.0001,-0.0004
,BLANCO REACTIVO,0,,mg/L,10.2,-0.0004,-0.0004,-0.0004,-0.0003
