Analista,GGP,,,,,,,,
Fecha de inicio,01:32 p. m. 13/01/2026  GMT: 07:32 p. m. 13/01/2026,,,,,,,,
Hoja de trabajo,SA007649,,,,,,,,
Comentario,,,,,,,,,
Métodos,Au,,,,,,,,
,,,,,,,,,
Peso nominal,1,Volumen nominal,1,,,,,,
Método: Au EFAA30 (Llama),,,,,,,,,
,,,,,,,,,
Au,PATRON,0.508,,mg/L,1,2.1,0.0186,0.0016,
Au,BLANCO,0.0073,,mg/L,1,>100,0.0003,0.0002,
Au,BLANCO REACTIVO,0,,mg/L,1,84.9,0.0009,-0.0007,
Au,SA007649-001,0.0444,,mg/L,1,8.4,0.0069,-0.001,30
Au,SA007649-002,0.0226,,mg/L,1,9.2,0.0035,-0.0005,30.02
Au,SA007649-003,0.0159,,mg/L,1,8,0.0025,-0.0008,30.02
Au,SA007649-004,0.0301,,mg/L,1,7.3,0.0047,-0.0007,30.01
Au,SA007649-005,0.0407,,mg/L,1,4.2,0.0064,-0.0008,30.03
Au,PATRON,0.5023,,mg/L,1,3.3,0.0184,0,
Au,SA007649-006,0.1045,,mg/L,1,2.8,0.0164,-0.0005,30.04
Au,SA007649-007,0.016,,mg/L,1,6.3,0.0025,-0.001,30.04
Au,SA007649-008,0.0432,,mg/L,1,2,0.0068,-0.0011,30.03
Au,SA007649-009,0.067,,mg/L,1,1.2,0.0105,-0.0011,30
Au,SA007649-010,0.066,,mg/L,1,3,0.0103,-0.0006,30
Au,PATRON,0.4799,,mg/L,1,1.2,0.0176,-0.0002,
Au,BLANCO,0.0069,,mg/L,1,79.5,0.0003,-0.0014,
Au,BLANCO REACTIVO,0,,mg/L,1,61.5,0.0003,0.0004,
Au,SA007649-011,0.0511,,mg/L,1,4.9,0.008,-0.0003,30.01
Au,SA007649-012,0.1062,,mg/L,1,1.9,0.0167,-0.0006,30.01
Au,SA007649-013,0.6995,,mg/L,1,0.2,0.075,-0.0007,20
Au,SA007649-014,0.6832,,mg/L,1,0.6,0.0732,-0.0008,20
Au,SA007649-015,0.0276,,mg/L,1,7.9,0.0043,-0.0003,30.01
Au,PATRON,0.4624,,mg/L,1,0.5,0.0169,0.0004,
Au,SA007649-016,0.0065,,mg/L,1,39.9,0.001,-0.0001,30.02
Au,SA007649-017,0.0305,,mg/L,1,7,0.0048,0.0001,30
Au,SA007649-018,0.0894,,mg/L,1,1.2,0.014,0,30.02
Au,SA007649-019,0.0587,,mg/L,1,3.4,0.0092,0.0006,30.01
Au,SA007649-021,-0.0016,,mg/L,1,>100,-0.0002,-0.0001,3
Au,PATRON,0.4923,,mg/L,1,1.6,0.017,0.0018,
Au,BLANCO,-0.003,,mg/L,1,>100,-0.0001,-0.0001,
Au,BLANCO REACTIVO,0,,mg/L,1,70.4,0.0004,0.0006,
Au,SA007649-022,0.0434,,mg/L,1,3.6,0.0064,0,30.02
Au,SA007649-023,-0.0007,,mg/L,1,>100,-0.0001,0.0004,30.02
Au,SA007649-024,0.0313,,mg/L,1,7.3,0.0046,0.0002,30.01
Au,SA007649-026,0.0267,,mg/L,1,11.5,0.0039,0.0003,30
Au,SA007649-027,0.022,,mg/L,1,6.6,0.0032,0.0002,30.03
Au,PATRON,0.4887,,mg/L,1,0.7,0.0168,0.0011,
Au,SA007649-028,0.0344,,mg/L,1,5.5,0.0051,0.0008,30.02
Au,SA007649-029,0.0458,,mg/L,1,4.7,0.0067,0.0003,30.01
Au,SA007649-030,0.1218,,mg/L,1,12.4,0.018,0.002,30.01
Au,SA007649-031,0.2932,,mg/L,1,1.7,0.0439,0.0003,30.02
Au,SA007649-032,0.0507,,mg/L,1,3.1,0.0075,0.0007,30.01
Au,PATRON,0.4822,,mg/L,1,4.2,0.0166,0.0015,
Au,BLANCO,0.0028,,mg/L,1,>100,0.0001,0.0014,
Au,BLANCO REACTIVO,0,,mg/L,1,33.1,-0.0005,0.0007,
