PATRON,4.9224,,mg/L,0.6,0.0483,0.0485,0.0485,0.048
BLANCO,0.0063,,mg/L,>100,0.0001,0.0001,0,0.0001
BLANCO REACTIVO,0,,mg/L,37.9,-0.0003,-0.0002,-0.0004,-0.0003
FASE 1,0.0299,,mg/L,9.9,0.0003,0.0003,0.0003,0.0003
FASE 2,0.0276,,mg/L,42.4,0.0003,0.0002,0.0003,0.0004
FASE 3,0.0428,,mg/L,16,0.0004,0.0004,0.0005,0.0004
VSP NORTE,0.0211,,mg/L,52.2,0.0002,0.0003,0.0001,0.0002
CELDA 8.1,0.0564,,mg/L,18.3,0.0006,0.0005,0.0007,0.0006
CELDA 8.2,0.0244,,mg/L,39.9,0.0002,0.0004,0.0002,0.0002
CELDA 8.3,0.1368,,mg/L,2.9,0.0014,0.0014,0.0013,0.0014
PATRON,4.8546,,mg/L,0.3,0.0477,0.0478,0.0477,0.0475
BLANCO,0.0053,,mg/L,>100,0.0001,0.0001,0.0001,0
BLANCO REACTIVO,0,,mg/L,62.4,0.0001,0.0001,0.0001,0
