PATRON,5.0734,,mg/L,0.6,0.1013,0.1015,0.1018,0.1007
BLANCO,-0.0054,,mg/L,11.2,-0.0001,-0.0001,-0.0001,-0.0001
BLANCO REACTIVO,0,,mg/L,15.9,-0.0005,-0.0006,-0.0005,-0.0004
H,4.0991,,mg/L,1.1,0.082,0.083,0.0814,0.0816
C1,4.0733,,mg/L,0.7,0.0815,0.0816,0.0808,0.082
C2,4.0836,,mg/L,0.5,0.0817,0.0821,0.0816,0.0813
PATRON,5.0331,,mg/L,2.9,0.1005,0.0978,0.1003,0.1036
BLANCO,0.0048,,mg/L,>100,0.0001,0.0002,0,0.0001
BLANCO REACTIVO,0,,mg/L,22,-0.0007,-0.0009,-0.0007,-0.0006
C3,4.3751,,mg/L,0.7,0.0875,0.0878,0.0878,0.0868
C4,4.4154,,mg/L,0.7,0.0883,0.0887,0.0885,0.0876
T,4.4527,,mg/L,0.2,0.089,0.0892,0.089,0.0889
PATRON,5.0762,,mg/L,3.1,0.1014,0.1037,0.1027,0.0978
BLANCO,-0.0022,,mg/L,>100,0,-0.0002,0.0001,0
BLANCO REACTIVO,0,,mg/L,10.7,-0.0009,-0.0009,-0.0008,-0.001
ELY1,4.4744,,mg/L,0.4,0.0894,0.0898,0.0891,0.0895
ELY2,4.3934,,mg/L,0.3,0.0878,0.0881,0.0878,0.0876
ELY3,4.4031,,mg/L,0.7,0.088,0.0877,0.0876,0.0887
PATRON,5.0054,,mg/L,4.2,0.1,0.1021,0.1027,0.0951
BLANCO,-0.0102,,mg/L,32.6,-0.0002,-0.0002,-0.0002,-0.0003
BLANCO REACTIVO,0,,mg/L,8.2,-0.0012,-0.0011,-0.0013,-0.0013
ELY4,4.3737,,mg/L,0.5,0.0874,0.0872,0.0879,0.0871
ELY5,4.3219,,mg/L,0.6,0.0864,0.0869,0.0862,0.086
PATRON,5.0328,,mg/L,0.9,0.1005,0.0996,0.1006,0.1014
BLANCO,-0.0023,,mg/L,91.4,0,0,-0.0001,-0.0001
BLANCO REACTIVO,0,,mg/L,6.5,-0.0017,-0.0017,-0.0017,-0.0019
