"Analista",""
"Fecha de inicio","04:39 p. m. 01/01/2026  GMT: 10:39 p. m. 01/01/2026"
"Hoja de trabajo","SA007496"
"Comentario",""
"Métodos","Au"

"Peso nominal",1.0000,"Volumen nominal",1.0000
"Método: Au EFAA30 (Llama)"

"Au","PATRON",0.5129,"","mg/L",1.00,1.2,0.0187,0.0003,"",""
"Au","BLANCO",0.0081,"","mg/L",1.00,87.7,0.0003,-0.0009,"",""
"Au","BLANCO REACTIVO",0.0000,"","mg/L",1.00,">100",-0.0002,0.0000,"",""
"Au","SA007496-001",0.0905,"","mg/L",1.00,0.1,0.0141,0.0008,30.01,""
"Au","SA007496-002",0.3837,"","mg/L",1.00,0.7,0.0601,0.0005,30.02,""
"Au","SA007496-003",0.1508,"","mg/L",1.00,2.1,0.0236,0.0005,30.00,""
"Au","SA007496-004",0.0834,"","mg/L",1.00,1.1,0.0130,0.0007,30.00,""
"Au","SA007496-005",0.1349,"","mg/L",1.00,1.0,0.0211,0.0006,30.02,""
"Au","PATRON",0.4936,"","mg/L",1.00,1.2,0.0180,0.0014,"",""
"Au","SA007496-006",0.0076,"","mg/L",1.00,10.6,0.0012,0.0003,30.0,""
"Au","SA007496-007",0.1501,"","mg/L",1.00,0.9,0.0235,0.0007,30.01,""
"Au","SA007496-008",0.1913,"","mg/L",1.00,1.3,0.0299,0.0008,30.01,""
"Au","SA007496-009",0.1787,"","mg/L",1.00,1.7,0.0279,0.0010,30.00,""
"Au","SA007496-010",0.0073,"","mg/L",1.00,16.2,0.0011,0.0011,3,""
"Au","PATRON",0.5052,"","mg/L",1.00,2.9,0.0184,0.0014,"",""
"Au","BLANCO",0.0052,"","mg/L",1.00,">100",0.0002,0.0002,"",""
"Au","BLANCO REACTIVO",0.0000,"","mg/L",1.00,">100",-0.0001,0.0000,"",""
"Au","SA007496-011",0.0805,"","mg/L",1.00,2.0,0.0126,0.0004,30.00,""
"Au","SA007496-012",0.0449,"","mg/L",1.00,7.4,0.0070,0.0006,30.01,""
"Au","SA007496-013",2.0386,"","mg/L",1.00,0.9,0.3096,0.0007,30.00,""
"Au","SA007496-014",1.0831,"","mg/L",1.00,0.3,0.1689,0.0007,30.00,""
"Au","SA007496-015",1.1777,"","mg/L",1.00,0.1,0.1833,0.0010,30.00,""
"Au","PATRON",0.4977,"","mg/L",1.00,1.3,0.0181,0.0012,"",""
"Au","SA007496-016",0.0140,"","mg/L",1.00,12.8,0.0022,0.0008,30.01,""
"Au","SA007496-017",0.1189,"","mg/L",1.00,2.6,0.0186,0.0012,30.00,""
"Au","PATRON",0.4832,"","mg/L",1.00,1.6,0.0176,0.0016,"",""
"Au","BLANCO",0.0113,"","mg/L",1.00,">100",0.0004,0.0001,"",""
"Au","BLANCO REACTIVO",0.0000,"","mg/L",1.00,60.2,0.0004,0.0001,"",""
