Analista,GGP,,,,,,,,
Fecha de inicio,04:25 p. m. 21/12/2025  GMT: 10:25 p. m. 21/12/2025,,,,,,,,
Hoja de trabajo,SA007320,,,,,,,,
Comentario,,,,,,,,,
Métodos,Au,,,,,,,,
,,,,,,,,,
Método: Au EFAA30 (Llama),,,,,,,,,
,,,,,,,,,
,PATRON,0.5122,,mg/L,1,0.8,0.02,0.0012,
,BLANCO,0.0055,,mg/L,1,36.7,0.0002,-0.0005,
,BLANCO REACTIVO,0,,mg/L,1,>100,0.0003,0,
,SA007320-001,0.129,,mg/L,1,1.3,0.0215,-0.0002,30
,SA007320-002,0.2143,,mg/L,1,32.6,0.0347,0.001,3
,SA007320-003,0.1483,,mg/L,1,1.3,0.0247,-0.0001,30
,SA007320-004,0.1577,,mg/L,1,0.8,0.0263,0.0004,3
,SA007320-005,0.1526,,mg/L,1,1.2,0.0255,0,30
,PATRON,0.5012,,mg/L,1,2.9,0.0195,0.0012,
,SA007320-006,0.3682,,mg/L,1,0.9,0.0613,-0.0001,30
,SA007320-007,0.269,,mg/L,1,0.2,0.0449,0,30.02
,SA007320-008,0.1056,,mg/L,1,1.5,0.0176,-0.0004,30
,SA007320-009,0.0903,,mg/L,1,1.7,0.0151,-0.0001,30.02
,SA007320-010,0.0663,,mg/L,1,2.2,0.0111,0.0003,30.03
,PATRON,0.4807,,mg/L,1,0.6,0.0187,0.0025,
,BLANCO,-0.0018,,mg/L,1,>100,-0.0001,-0.0003,
,BLANCO REACTIVO,0,,mg/L,1,84.4,-0.0001,0,
,SA007320-011,0.0037,,mg/L,1,18.5,0.0006,0.0004,30.02
,SA007320-012,0.0912,,mg/L,1,1.4,0.0152,0.0005,30.01
,SA007320-013,0.0593,,mg/L,1,0.6,0.0099,0.0004,30.01
,SA007320-014,0.1025,,mg/L,1,2,0.0171,0.0002,30.02
,SA007320-015,0.0953,,mg/L,1,0.9,0.0159,0.0003,30.02
,PATRON,0.4812,,mg/L,1,2.4,0.0188,0.0015,
,SA007320-016,0.1752,,mg/L,1,0.9,0.0293,0.0004,30.02
,SA007320-017,0.179,,mg/L,1,0.9,0.0299,0.0007,30
,SA007320-018,0.179,,mg/L,1,1.5,0.029,0.0006,30.01
,SA007320-019,0.1983,,mg/L,1,0.1,0.0331,0.0006,30
,SA007320-020,0.2004,,mg/L,1,0.5,0.0334,0.0005,3
,PATRON,0.5145,,mg/L,1,2.1,0.02,0.002,
,BLANCO,0.0084,,mg/L,1,94.8,0.0003,0.0001,
,BLANCO REACTIVO,0,,mg/L,1,16.3,0.0007,-0.0003,
,SA007320-021,0.1582,,mg/L,1,2.4,0.0264,-0.0004,30.03
,SA007320-022,0.2989,,mg/L,1,0.7,0.0498,-0.0009,30.03
,SA007320-023,-0.0002,,mg/L,1,>100,0,0.0001,30.01
,SA007320-024,0.21,,mg/L,1,1.5,0.035,0,30
,SA007320-025,0.195,,mg/L,1,1.7,0.0325,0.0004,30.02
,PATRON,0.4886,,mg/L,1,3.2,0.019,0.0009,
,SA007320-026,0.1286,,mg/L,1,1.7,0.0215,0.0001,30.03
,SA007320-027,0.2113,,mg/L,1,1.5,0.0353,-0.0001,30.03
,SA007320-028,0.1037,,mg/L,1,1.6,0.0173,0,30
,SA007320-029,0.2233,,mg/L,1,1.7,0.0373,-0.0003,30.04
,SA007320-030,0.2351,,mg/L,1,1.8,0.0381,0,30.04
,PATRON,0.4997,,mg/L,1,0.6,0.0189,0.0012,
,BLANCO,-0.0012,,mg/L,1,>100,0,-0.0011,
,BLANCO REACTIVO,0,,mg/L,1,6.4,0.0004,-0.0005,
,SA007320-031,0.0044,,mg/L,1,20.9,0.0007,0.0003,3
,SA007320-032,0.2596,,mg/L,1,0.4,0.0421,0.0001,30.04
,PATRON,0.4802,,mg/L,1,1.6,0.0182,0.0016,
,BLANCO,0.0008,,mg/L,1,>100,0,0.0002,
,BLANCO REACTIVO,0,,mg/L,1,>100,0,-0.0002,
