PATRON,4.8799,,mg/L,1,0.0524,1,1,1,0.0524,0.0518,0.0529
BLANCO,-0.0145,,mg/L,>100,-0.0002,1,1,1,0.0001,-0.0002,-0.0003
BLANCO REACTIVO,0,,mg/L,54,0.0002,1,1,1,0.0001,0.0002,0.0002
FASE 1,0.0519,,mg/L,2.8,0.0006,1,1,1,0.0006,0.0006,0.0006
FASE 2,0.059,,mg/L,3.6,0.0007,1,1,1,0.0006,0.0007,0.0007
FASE 3,0.0448,,mg/L,12.5,0.0005,1,1,1,0.0004,0.0006,0.0005
VSP NORTE,0.0405,,mg/L,13.7,0.0005,1,1,1,0.0004,0.0004,0.0005
CELDA 8.1,0.0406,,mg/L,58.7,0.0005,1,1,1,0.0001,0.0006,0.0006
CELDA 8.2,0.0226,,mg/L,53.5,0.0003,1,1,1,0.0004,0.0001,0.0003
CELDA 8.3,0.0898,,mg/L,8.3,0.001,1,1,1,0.0009,0.0011,0.001
PATRON,4.8538,,mg/L,0.8,0.0521,1,1,1,0.0525,0.0522,0.0517
BLANCO,0.0233,,mg/L,80.2,0.0003,1,1,1,0.0004,0.0003,0
BLANCO REACTIVO,0,,mg/L,43.9,0.0001,1,1,1,0.0002,0.0001,0.0001
