Analista,,,,,,,,,
Fecha de inicio,19/03/2023 03:06 p. m.  GMT: 19/03/2023 09:06 p. m.,,,,,,,,
Hoja de trabajo,SA000727-RE_6,,,,,,,,
Comentario,,,,,,,,,
Métodos,Ag,,,,,,,,
,,,,,,,,,
Método: Ag HCL (Llama),,,,,,,,,
,,,,,,,,,
,PATRON,0.9894,,mg/L,0.5,0.1319,0.1325,0.132,0.1312
,BLANCO,-0.0056,,mg/L,84.2,-0.0007,0,-0.0012,-0.0009
,BLANCO REACTIVO,0,,mg/L,27.5,-0.0011,-0.0008,-0.0013,-0.0013
,SA000711-001,1.2503,,mg/L,19.1,0.0067,0.0053,0.0079,0.007
,SA000711-002,1.5992,,mg/L,5.2,0.0086,0.0089,0.0081,0.0089
,SA000711-003,1.1993,,mg/L,5.5,0.0064,0.0067,0.0066,0.006
,SA000711-006,1.671,,mg/L,1.5,0.0089,0.0088,0.009,0.009
,SA000712-017,22.289,,mg/L,1.8,0.1191,0.1167,0.1203,0.1204
,PATRON,1.0009,,mg/L,0.4,0.1286,0.1291,0.1282,0.1285
,SA000712-018,17.5504,,mg/L,0.9,0.0907,0.0902,0.0916,0.0903
,SA000712-019,17.6677,,mg/L,1.2,0.0913,0.0921,0.0918,0.0901
,SA000712-020,0.0096,,mg/L,>100,0,0,0.0006,-0.0004
,SA000712-021,11.5129,,mg/L,1.1,0.0599,0.0593,0.0606,0.0598
,SA000712-022,13.3732,,mg/L,0.3,0.0693,0.0693,0.0695,0.0691
,PATRON,0.9797,,mg/L,0.2,0.1259,0.1262,0.1256,0.126
,BLANCO,-0.0007,,mg/L,>100,-0.0001,0.0006,-0.0009,0.0001
,BLANCO REACTIVO,0,,mg/L,>100,-0.0003,0.0013,-0.0017,-0.0006
,SA000712-023,6.473,,mg/L,3.3,0.0334,0.0324,0.0346,0.0332
,PATRON,0.9879,,mg/L,1,0.1269,0.1284,0.1261,0.1264
,BLANCO,0.0009,,mg/L,>100,0.0001,0,0.0004,0
,BLANCO REACTIVO,0,,mg/L,>100,0.0001,-0.0006,0.0007,0.0001
