Analista,,,,,,,,,
Fecha de inicio,11:48 a. m. 31/12/2025  GMT: 05:48 p. m. 31/12/2025,,,,,,,,
Hoja de trabajo,SA007485,,,,,,,,
Comentario,,,,,,,,,
Métodos,Au,,,,,,,,
,,,,,,,,,
Método: Au EFAA30 (Llama),,,,,,,,,
,,,,,,,,,
,PATRON,0.507,,mg/L,1,2.4,0.0186,0.002,
,BLANCO,0.0038,,mg/L,1,>100,0.0001,-0.0005,
,BLANCO REACTIVO,0,,mg/L,1,>100,0.0002,-0.0001,
,SA007485-001,0.1642,,mg/L,1,1.9,0.026,0.0013,30
,SA007485-002,0.1506,,mg/L,1,2,0.0238,0.0013,30
,SA007485-003,0.1775,,mg/L,1,1,0.0281,0,30
,SA007485-004,0.0057,,mg/L,1,27.3,0.0009,0.0006,30
,SA007485-005,0.2016,,mg/L,1,1.3,0.032,0.0003,30
,PATRON,0.5152,,mg/L,1,1.8,0.0189,0.0012,
,SA007485-006,0.1316,,mg/L,1,0.6,0.0208,0.0006,30.01
,SA007485-007,0.1974,,mg/L,1,1.2,0.0313,0.0004,30
,SA007485-008,0.3973,,mg/L,1,0.7,0.0638,0.0004,30.01
,SA007485-009,0.1498,,mg/L,1,2.2,0.0237,0.0005,30.01
,SA007485-010,0.261,,mg/L,1,0.5,0.0415,0.0005,30
,PATRON,0.5112,,mg/L,1,0.7,0.0188,0.0014,
,BLANCO,0.0082,,mg/L,1,58.1,0.0003,0.0006,
,BLANCO REACTIVO,0,,mg/L,1,44.5,0.0006,0,
,SA007485-011,0.2673,,mg/L,1,2.2,0.0426,0.0002,30.01
,SA007485-012,0.0414,,mg/L,1,6.4,0.0065,0.0003,30
,SA007485-013,0.0839,,mg/L,1,1.4,0.0132,-0.0001,30
,SA007485-014,0.0863,,mg/L,1,1.9,0.0136,-0.0001,30
,PATRON,0.5151,,mg/L,1,1.5,0.0189,0.0004,
,SA007485-016,0.1388,,mg/L,1,1.5,0.0219,0,3
,SA007485-017,0.3458,,mg/L,1,1.4,0.0553,-0.0005,30
,SA007485-018,0.2075,,mg/L,1,0.1,0.0329,-0.0007,3
,SA007485-019,0.0968,,mg/L,1,0.4,0.0152,0.0005,30
,SA007485-020,0.1539,,mg/L,1,1.4,0.0243,0.0007,30
,PATRON,0.5016,,mg/L,1,0.7,0.0184,0.0014,
,BLANCO,-0.0104,,mg/L,1,66.1,-0.0004,0.0002,
,BLANCO REACTIVO,0,,mg/L,1,44.7,0.0003,0.0009,
,SA007485-021,0.1103,,mg/L,1,0.7,0.0174,0.0013,30
,SA007485-022,0.1127,,mg/L,1,1.2,0.0177,0.0009,30
,SA007485-023,0.1242,,mg/L,1,2.5,0.0196,0.0012,30
,SA007485-024,0.1603,,mg/L,1,0.5,0.0253,0.0015,30
,SA007485-025,0.2441,,mg/L,1,3.8,0.0388,0.0009,30
,PATRON,0.5156,,mg/L,1,2,0.0189,0.0009,
,SA007485-026,0.4487,,mg/L,1,2.3,0.0723,-0.0002,30
,SA007485-027,0.0008,,mg/L,1,>100,0.0001,-0.0002,3
,SA007485-028,0.1245,,mg/L,1,2.4,0.0196,0.0011,30
,SA007485-029,0.0781,,mg/L,1,1.3,0.0123,0.0008,30
,SA007485-030,0.4331,,mg/L,1,1.9,0.0697,0.0002,30
,PATRON,0.4959,,mg/L,1,0.9,0.0182,0.0014,
,BLANCO,-0.0109,,mg/L,1,>100,-0.0004,-0.0004,
,BLANCO REACTIVO,0,,mg/L,1,>100,0.0003,-0.0001,
,SA007485-031,0.6523,,mg/L,1,1,0.106,0,30
,SA007485-032,0.1216,,mg/L,1,3.2,0.0201,-0.0002,30
,PATRON,0.5149,,mg/L,1,2.8,0.0189,0.0008,
,BLANCO,-0.0026,,mg/L,1,>100,-0.0001,0.0017,
,BLANCO REACTIVO,0,,mg/L,1,66.6,0.0002,0.0001,
