PATRON,5.0086,,mg/L,0.6,0.0527,1,1,1,0.053,0.0528,0.0524
BLANCO,0.0148,,mg/L,95.7,0.0002,1,1,1,0.0003,0,0.0001
BLANCO REACTIVO,0,,mg/L,8.9,0.0011,1,1,1,0.0012,0.001,0.0011
CANAL,0.0266,,mg/L,42.2,0.0003,1,1,1,0.0004,0.0003,0.0001
FASE 1,-0.0063,,mg/L,>100,-0.0001,1,1,1,0,0,-0.0002
FASE 2,0.0361,,mg/L,7.4,0.0004,1,1,1,0.0004,0.0004,0.0004
FASE 3,0.0175,,mg/L,35.3,0.0002,1,1,1,0.0003,0.0002,0.0001
PATRON,4.9223,,mg/L,31,0.0518,1,1,1,0.061,0.0333,0.0612
BLANCO,-0.0065,,mg/L,>100,-0.0001,1,1,1,-0.0002,0.0001,-0.0001
BLANCO REACTIVO,0,,mg/L,9.9,0.0017,1,1,1,0.0019,0.0016,0.0017
VSP NORTE,0.0337,,mg/L,14.6,0.0004,1,1,1,0.0004,0.0003,0.0003
CELDA 8.1,0.0439,,mg/L,6.5,0.0005,1,1,1,0.0004,0.0005,0.0005
CELDA 8.2,0.0303,,mg/L,49.2,0.0003,1,1,1,0.0005,0.0002,0.0003
CELDA 8.3,0.1649,,mg/L,8.3,0.0018,1,1,1,0.0016,0.0019,0.0018
PATRON,4.5122,,mg/L,36.1,0.0476,1,1,1,0.0637,0.0497,0.0295
BLANCO,-0.0851,,mg/L,17.6,-0.0009,1,1,1,-0.0007,-0.001,-0.001
BLANCO REACTIVO,0,,mg/L,3.5,0.0016,1,1,1,0.0016,0.0015,0.0016
TRITURADORA,-0.0864,,mg/L,20.8,-0.0009,1,1,1,-0.0011,-0.0009,-0.0008
