Analista,Martin A,,,,,,,,,
Fecha de inicio,20/04/2024 03:50 p. m.  GMT: 20/04/2024 09:50 p. m.,,,,,,,,,
Hoja de trabajo,SA003617-RE_3,,,,,,,,,
Comentario,,,,,,,,,,
Métodos,Au,,,,,,,,,
,,,,,,,,,,
Método: Au EFAA30 (Llama),,,,,,,,,,
,,,,,,,,,,
,PATRON,0.503,,mg/L,3.1,0.0171,-0.0001,0.0177,0.0167,0.017
,BLANCO,-0.0086,,mg/L,>100,-0.0003,-0.0004,0,0.0002,-0.0011
,BLANCO REACTIVO,0,,mg/L,33.1,0.0005,-0.0006,0.0005,0.0007,0.0004
,SA003601-025,0.2216,,mg/L,1.5,0.0216,-0.0017,0.0212,0.0217,0.0219
,SA003601-027,0.0676,,mg/L,13.7,0.0066,-0.0014,0.0062,0.0059,0.0076
,SA003601-028,0.0944,,mg/L,0.9,0.0092,-0.0019,0.0091,0.0093,0.0092
,SA003601-029,0.4529,,mg/L,1.7,0.0442,-0.001,0.0438,0.0437,0.0451
,SA003601-030,0.0973,,mg/L,0.7,0.0095,-0.0018,0.0095,0.0094,0.0095
,PATRON,0.5118,,mg/L,2.3,0.0174,-0.0007,0.0179,0.0172,0.0172
,SA003601-031,0.0842,,mg/L,2.5,0.0082,-0.0016,0.0081,0.0084,0.008
,PATRON,0.5151,,mg/L,1,0.0176,-0.0009,0.0178,0.0174,0.0175
,BLANCO,-0.0092,,mg/L,57.2,-0.0003,-0.0014,-0.0001,-0.0004,-0.0004
,BLANCO REACTIVO,0,,mg/L,16.3,0.001,-0.0012,0.001,0.0012,0.0008
