PATRON,0.0484,,mg/L,3.7,0.0001,0.0024,-0.0019,0.0025,0.0023,0.0024
BLANCO,0.0005,,mg/L,32.9,0.0001,-0.0002,-0.0014,-0.0002,-0.0003,-0.0002
BLANCO REACTIVO,0,,mg/L,35.4,0.0002,-0.0005,-0.0016,-0.0006,-0.0005,-0.0003
H KCA PO,0.0511,,mg/L,5.4,0.0001,0.0026,0.0024,0.0024,0.0025,0.0027
H KCA PO,0.0544,,mg/L,6.6,0.0002,0.0027,0.0024,0.0027,0.0029,0.0026
H KCA PO,0.0502,,mg/L,7.8,0.0002,0.0025,0.0024,0.0024,0.0027,0.0024
PATRON,0.048,,mg/L,6.3,0.0002,0.0024,0.0026,0.0023,0.0023,0.0026
H KCA PO,0.0559,,mg/L,7,0.0002,0.0028,0.0023,0.003,0.0026,0.0029
H KCA PO,0.0511,,mg/L,4.7,0.0001,0.0026,0.0024,0.0026,0.0024,0.0027
PATRON,0.0462,,mg/L,15.6,0.0004,0.0023,-0.0015,0.0027,0.002,0.0021
BLANCO,-0.0014,,mg/L,18,0.0001,-0.0003,-0.0008,-0.0003,-0.0003,-0.0004
BLANCO REACTIVO,0,,mg/L,72.4,0.0002,-0.0003,-0.0022,-0.0001,-0.0003,-0.0006
M1 PO,0.0454,,mg/L,9.2,0.0002,0.0022,0.002,0.0023,0.002,0.0024
M2 PO,0.0374,,mg/L,5.5,0.0001,0.0018,0.0021,0.0017,0.0019,0.0018
M3 PO,0.0317,,mg/L,4,0.0001,0.0015,0.0018,0.0015,0.0015,0.0014
M4 PO,0.0242,,mg/L,29.4,0.0003,0.0011,0.0019,0.0008,0.0011,0.0014
PATRON,0.0495,,mg/L,9.7,0.0002,0.0025,-0.0021,0.0026,0.0026,0.0022
P KCA PO,0.0205,,mg/L,22.7,0.0002,0.0009,0.0017,0.0009,0.0007,0.0011
PATRON,0.0467,,mg/L,4.9,0.0001,0.0023,-0.002,0.0024,0.0022,0.0023
BLANCO,-0.0006,,mg/L,90.4,0.0002,-0.0003,-0.0017,-0.0004,-0.0004,0
BLANCO REACTIVO,0,,mg/L,50.3,0.0002,-0.0003,-0.0024,-0.0001,-0.0004,-0.0004
CELDA 8,0.0437,,mg/L,3.7,0.0001,0.0022,0.0017,0.0022,0.0021,0.0021
PATRON,0.0473,,mg/L,9.5,0.0002,0.0023,-0.0021,0.0021,0.0025,0.0025
BLANCO,0.0008,,mg/L,35.2,0.0001,-0.0002,-0.0015,-0.0002,-0.0001,-0.0003
BLANCO REACTIVO,0,,mg/L,>100,0.0001,0,-0.0025,0,-0.0001,0
H KCA PE,0.0338,,mg/L,9.3,0.0001,0.0016,0.0015,0.0017,0.0014,0.0017
H KCA PE,0.03,,mg/L,12.7,0.0002,0.0014,0.0014,0.0012,0.0016,0.0014
H KCA PE,0.0298,,mg/L,14,0.0002,0.0014,0.0013,0.0015,0.0012,0.0015
PATRON,0.0474,,mg/L,2.9,0.0001,0.0023,-0.0025,0.0023,0.0023,0.0024
H KCA PE,0.0323,,mg/L,35,0.0005,0.0015,0.0016,0.0018,0.0019,0.0009
H KCA PE,0.0302,,mg/L,10.3,0.0001,0.0014,0.0014,0.0013,0.0016,0.0014
PATRON,0.0457,,mg/L,5.7,0.0001,0.0023,-0.0025,0.0024,0.0021,0.0023
BLANCO,-0.0037,,mg/L,44.8,0.0002,-0.0004,-0.002,-0.0004,-0.0007,-0.0003
BLANCO REACTIVO,0,,mg/L,33.1,0.0002,0.0006,-0.0011,0.0004,0.0007,0.0007
M1 PE,0.0205,,mg/L,19.4,0.0002,0.0009,0.0009,0.0007,0.001,0.001
M2 PE,0.0145,,mg/L,38.1,0.0002,0.0006,0.0014,0.0006,0.0003,0.0007
M3 PE,0.0146,,mg/L,15.4,0.0001,0.0006,0.0012,0.0006,0.0005,0.0006
M4 PE,0.0073,,mg/L,77.6,0.0001,0.0002,0.0013,0,0.0002,0.0002
PATRON,0.0498,,mg/L,10.3,0.0003,0.0025,-0.0024,0.0024,0.0028,0.0023
P KCA PE,0.0096,,mg/L,73.4,0.0002,0.0003,0.0008,0.0001,0.0002,0.0005
PATRON,0.0482,,mg/L,13,0.0003,0.0024,-0.003,0.002,0.0026,0.0026
BLANCO,0.0007,,mg/L,50,0.0001,-0.0002,-0.0023,-0.0001,-0.0003,-0.0002
BLANCO REACTIVO,0,,mg/L,75.7,0.0003,0.0004,-0.0023,0.0001,0.0007,0.0004
ELY 1,0.0194,,mg/L,23.4,0.0002,0.0008,0.0005,0.0007,0.0008,0.001
ELY 2,0.017,,mg/L,34.1,0.0002,0.0007,0.0004,0.001,0.0005,0.0006
ELY 3,0.0114,,mg/L,62.7,0.0002,0.0004,0.0004,0.0006,0.0003,0.0002
ELY 4,0.0087,,mg/L,39,0.0001,0.0002,0.0004,0.0003,0.0002,0.0002
PATRON,0.0502,,mg/L,9,0.0002,0.0025,-0.0033,0.0027,0.0022,0.0026
ELY P,0.0132,,mg/L,18.1,0.0001,0.0005,0.0003,0.0004,0.0006,0.0004
PATRON,0.0512,,mg/L,1,0,0.0026,-0.0035,0.0025,0.0026,0.0025
BLANCO,0.0011,,mg/L,>100,0.0002,-0.0002,-0.0021,-0.0002,0,-0.0004
BLANCO REACTIVO,0,,mg/L,26.2,0.0002,0.0008,-0.0023,0.0006,0.001,0.0007
