PATRON,4.9564,,mg/L,0.4,0.0494,1,1,1,0.0496,0.0494,0.0492
BLANCO,-0.0156,,mg/L,3.5,-0.0002,1,1,1,-0.0002,-0.0002,-0.0002
BLANCO REACTIVO,0,,mg/L,31.6,0.0003,1,1,1,0.0002,0.0004,0.0003
FASE 1,0.0121,,mg/L,>100,0.0001,1,1,1,0.0002,0.0002,-0.0001
PATRON,5.0438,,mg/L,0.3,0.0503,1,1,1,0.0501,0.0502,0.0504
FASE 2,0.0269,,mg/L,72.8,0.0003,1,1,1,0.0003,0.0005,0.0001
FASE 3,0.0556,,mg/L,20.8,0.0006,1,1,1,0.0007,0.0005,0.0005
PATRON,5.0295,,mg/L,0.3,0.0501,1,1,1,0.0503,0.0501,0.05
BLANCO,0.0255,,mg/L,34.9,0.0003,1,1,1,0.0002,0.0003,0.0003
BLANCO REACTIVO,0,,mg/L,1.3,0.0005,1,1,1,0.0005,0.0005,0.0005
VSP NORTE,0.0151,,mg/L,98.7,0.0002,1,1,1,0.0003,0,0.0002
CELDA 8.1,0.0358,,mg/L,32.5,0.0004,1,1,1,0.0003,0.0003,0.0005
CELDA 8.2,0.0013,,mg/L,>100,0,1,1,1,-0.0001,0.0001,0
CELDA 8.3,0.443,,mg/L,2.2,0.0044,1,1,1,0.0044,0.0046,0.0044
PATRON,5.0424,,mg/L,0.6,0.0502,1,1,1,0.0505,0.0504,0.0499
BLANCO,0.0107,,mg/L,99.5,0.0001,1,1,1,0.0001,0,0.0002
BLANCO REACTIVO,0,,mg/L,8.4,0.0007,1,1,1,0.0007,0.0007,0.0008
