PATRON,4.9627,,mg/L,6,0.0502,1,1,1,0.0523,0.0516,0.0468
BLANCO,-0.0008,,mg/L,>100,0,1,1,1,-0.0001,-0.0001,0.0002
BLANCO REACTIVO,0,,mg/L,9,-0.0016,1,1,1,-0.0016,-0.0017,-0.0014
FASE 1,0.0196,,mg/L,76.2,0.0002,1,1,1,0,0.0003,0.0003
PATRON,4.9886,,mg/L,7.4,0.0505,1,1,1,0.0527,0.0526,0.0462
FASE 2,0.0296,,mg/L,54,0.0003,1,1,1,0.0001,0.0004,0.0003
FASE 3,0.0048,,mg/L,>100,0,1,1,1,0,0.0001,0
PATRON,4.999,,mg/L,1.4,0.0506,1,1,1,0.0507,0.0513,0.0499
BLANCO,-0.0011,,mg/L,>100,0,1,1,1,0.0001,0.0001,-0.0002
BLANCO REACTIVO,0,,mg/L,14.6,-0.0009,1,1,1,-0.001,-0.0009,-0.0007
VSP NORTE,0.0193,,mg/L,63.7,0.0002,1,1,1,0.0003,0.0001,0.0002
CELDA 8.1,0.0222,,mg/L,>100,0.0002,1,1,1,0.0004,0.0004,-0.0001
CELDA 8.2,0.0059,,mg/L,>100,0.0001,1,1,1,0,0.0002,0
CELDA 8.3,0.1063,,mg/L,2.5,0.001,1,1,1,0.001,0.001,0.001
PATRON,4.9215,,mg/L,5.8,0.0498,1,1,1,0.0512,0.0517,0.0465
BLANCO,-0.0133,,mg/L,58.4,-0.0001,1,1,1,-0.0002,-0.0001,-0.0001
BLANCO REACTIVO,0,,mg/L,11.8,-0.001,1,1,1,-0.0012,-0.0009,-0.001
