Analista,NR,,,,,,,,
Fecha de inicio,02:05 p. m. 12/01/2026  GMT: 08:05 p. m. 12/01/2026,,,,,,,,
Hoja de trabajo,SA007641,,,,,,,,
Comentario,,,,,,,,,
Métodos,Au,,,,,,,,
,,,,,,,,,
Peso nominal,1,Volumen nominal,1,,,,,,
Método: Au EFAA30 (Llama),,,,,,,,,
,,,,,,,,,
Au,PATRON,0.5041,,mg/L,1,1.5,0.0184,0.0006,
Au,BLANCO,0.0089,,mg/L,1,76.9,0.0003,0.0005,
Au,BLANCO REACTIVO,0,,mg/L,1,>100,0,-0.0008,
Au,SA007641-001,0.1614,,mg/L,1,1.3,0.0253,0.0001,30.02
Au,SA007641-002,0.3128,,mg/L,1,0.2,0.0492,-0.001,30.01
Au,SA007641-003,0.5872,,mg/L,1,1.1,0.0926,-0.0007,30
Au,SA007641-004,0.7892,,mg/L,1,0.5,0.1245,-0.001,3
Au,SA007641-005,0.3186,,mg/L,1,1.8,0.0501,-0.0009,30.01
Au,PATRON,0.5156,,mg/L,1,0.7,0.0189,0,
Au,SA007641-006,0.0006,,mg/L,1,67,0.0001,-0.0006,30
Au,SA007641-007,0.3783,,mg/L,1,1,0.0596,-0.0005,30.01
Au,SA007641-008,0.3544,,mg/L,1,0.9,0.0558,-0.001,30.03
Au,SA007641-009,0.4217,,mg/L,1,1,0.0665,-0.0008,30.03
Au,SA007641-010,0.4338,,mg/L,1,9.7,0.0684,-0.0006,30.01
Au,PATRON,0.4936,,mg/L,1,2,0.018,0.0007,
Au,BLANCO,-0.0049,,mg/L,1,>100,-0.0002,-0.0013,
Au,BLANCO REACTIVO,0,,mg/L,1,93.1,0.0004,-0.0013,
Au,SA007641-011,0.1902,,mg/L,1,0.7,0.0299,-0.0008,30.03
Au,SA007641-012,0.4805,,mg/L,1,1.4,0.0758,-0.0015,30.01
Au,SA007641-013,0.1791,,mg/L,1,1,0.0281,-0.0014,30.01
Au,SA007641-014,0.159,,mg/L,1,1.1,0.0249,-0.0017,30.01
Au,SA007641-015,0.1529,,mg/L,1,1.7,0.024,-0.0016,30
Au,PATRON,0.4821,,mg/L,1,0.9,0.0176,-0.0005,
Au,SA007641-016,0.0039,,mg/L,1,48,0.0006,-0.0012,3
Au,SA007641-017,0.4218,,mg/L,1,1,0.0665,-0.0013,30.02
Au,SA007641-018,0.0039,,mg/L,1,49.9,0.0006,-0.0011,30
Au,SA007641-019,0.2113,,mg/L,1,1,0.0332,-0.0013,30
Au,SA007641-020,0.5901,,mg/L,1,1,0.0931,-0.0012,29.99
Au,PATRON,0.4843,,mg/L,1,0.9,0.0177,-0.0005,
Au,BLANCO,-0.0012,,mg/L,1,>100,0,-0.0019,
Au,BLANCO REACTIVO,0,,mg/L,1,40.2,-0.0001,-0.0015,
Au,SA007641-021,0.5607,,mg/L,1,0.1,0.0885,-0.0011,30.02
Au,SA007641-022,0.4629,,mg/L,1,0.7,0.073,-0.0012,30
Au,SA007641-023,0.6433,,mg/L,1,0.3,0.1015,-0.0011,30.01
Au,PATRON,0.5026,,mg/L,1,1.4,0.0184,-0.0002,
Au,BLANCO,-0.0018,,mg/L,1,>100,-0.0001,-0.0013,
Au,BLANCO REACTIVO,0,,mg/L,1,>100,-0.0001,-0.0017,
