PATRON,5.0457,,mg/L,0.4,0.0998,0.0993,0.0999,0.1
BLANCO,0.0096,,mg/L,54.4,0.0002,0.0002,0.0001,0.0003
BLANCO REACTIVO,0,,mg/L,46.3,-0.0001,0,-0.0001,-0.0001
H,3.5805,,mg/L,0.7,0.0711,0.0716,0.071,0.0707
C1,3.6825,,mg/L,0.3,0.0731,0.0729,0.073,0.0733
C2,3.6132,,mg/L,0.6,0.0717,0.0717,0.0722,0.0713
PATRON,5.0156,,mg/L,0.9,0.0992,0.1002,0.0989,0.0984
BLANCO,-0.0079,,mg/L,45.8,-0.0002,-0.0002,-0.0001,-0.0001
BLANCO REACTIVO,0,,mg/L,35.2,-0.0001,-0.0001,-0.0001,-0.0001
C3,3.6129,,mg/L,0.4,0.0717,0.0716,0.0721,0.0715
C4,3.6231,,mg/L,0.3,0.0719,0.0722,0.0719,0.0717
T,3.6127,,mg/L,0.4,0.0717,0.0718,0.0714,0.0719
PATRON,5.0264,,mg/L,1,0.0994,0.1001,0.0998,0.0983
BLANCO,-0.0022,,mg/L,>100,0,-0.0001,-0.0001,0
BLANCO REACTIVO,0,,mg/L,92.1,-0.0003,-0.0005,-0.0001,-0.0002
ELY1,3.5297,,mg/L,0.3,0.0701,0.07,0.0699,0.0703
ELY2,3.5792,,mg/L,1.4,0.0711,0.0705,0.0705,0.0722
ELY3,3.4839,,mg/L,0.3,0.0692,0.0694,0.0692,0.069
PATRON,5.0411,,mg/L,1,0.0997,0.1008,0.099,0.0992
BLANCO,-0.0067,,mg/L,55.8,-0.0001,-0.0001,-0.0002,-0.0001
BLANCO REACTIVO,0,,mg/L,46.1,-0.0003,-0.0003,-0.0001,-0.0004
ELY4,3.4846,,mg/L,0.7,0.0692,0.0692,0.0697,0.0687
ELY5,3.5156,,mg/L,0.9,0.0698,0.0706,0.0694,0.0695
PATRON,5.0125,,mg/L,1.4,0.0991,0.1006,0.0989,0.0978
BLANCO,-0.0072,,mg/L,52,-0.0001,-0.0002,-0.0002,-0.0001
BLANCO REACTIVO,0,,mg/L,14.5,-0.0007,-0.0008,-0.0008,-0.0006
