Analista,JGS,,,,,,,,
Fecha de inicio,04/03/2023 12:49 a. m.  GMT: 04/03/2023 06:49 a. m.,,,,,,,,
Hoja de trabajo,SA000540_6,,,,,,,,
Comentario,,,,,,,,,
Métodos,Ag,,,,,,,,
,,,,,,,,,
Método: Ag HCL (Llama),,,,,,,,,
,,,,,,,,,
,PATRON,1.0162,,mg/L,2.9,0.0981,0.0957,0.0975,0.1013
,BLANCO,0.01,,mg/L,28,0.001,0.0007,0.0011,0.0011
,BLANCO REACTIVO,0,,mg/L,69.7,0.0003,0.0002,0.0001,0.0005
,SA000540-001,3.9163,,mg/L,8.6,0.0156,0.0167,0.016,0.0141
,SA000540-002,3.7296,,mg/L,1.5,0.0149,0.0148,0.0152,0.0148
,SA000540-003,2.5152,,mg/L,5.1,0.0098,0.0103,0.0099,0.0093
,SA000540-004,7.2805,,mg/L,1.5,0.0283,0.0279,0.0288,0.0283
,SA000540-005,6.3652,,mg/L,3.5,0.0253,0.026,0.0243,0.0255
,PATRON,1.0012,,mg/L,2.9,0.0967,0.0998,0.096,0.0943
,SA000540-006,4.4622,,mg/L,1.4,0.0176,0.0175,0.0174,0.0179
,SA000540-007,3.0835,,mg/L,1.1,0.012,0.012,0.012,0.0122
,SA000540-008,4.1955,,mg/L,4.3,0.0164,0.0157,0.017,0.0166
,SA000540-009,28.0941,,mg/L,1.5,0.1089,0.1071,0.1093,0.1103
,SA000540-010,27.8528,,mg/L,0.9,0.1084,0.1089,0.1074,0.109
,PATRON,1.0069,,mg/L,0.8,0.0973,0.0974,0.098,0.0964
,BLANCO,-0.0041,,mg/L,>100,-0.0004,-0.0008,-0.0006,0.0002
,BLANCO REACTIVO,0,,mg/L,>100,-0.0002,-0.0005,0.0001,-0.0002
,SA000540-011,8.3277,,mg/L,2.7,0.0331,0.0323,0.034,0.0331
,SA000540-012,6.8782,,mg/L,0.8,0.0276,0.0273,0.0277,0.0277
,SA000540-013,2.9888,,mg/L,3.9,0.0118,0.0123,0.0114,0.0118
,SA000540-014,4.3401,,mg/L,3.3,0.0125,0.0128,0.012,0.0125
,SA000540-015,5.6407,,mg/L,4.5,0.0162,0.0156,0.017,0.0159
,PATRON,1.0025,,mg/L,2.9,0.0968,0.0936,0.0989,0.098
,SA000540-016,6.3433,,mg/L,0.8,0.0182,0.0181,0.0183,0.0182
,SA000540-017,7.212,,mg/L,1.4,0.0207,0.021,0.0205,0.0206
,SA000540-018,26.3756,,mg/L,0.6,0.1035,0.1029,0.1036,0.1041
,SA000540-019,3.2067,,mg/L,1.6,0.0126,0.0128,0.0127,0.0124
,SA000540-020,4.9449,,mg/L,4.7,0.0198,0.0192,0.0194,0.0209
,PATRON,1.0075,,mg/L,0.8,0.0973,0.0981,0.0973,0.0965
,BLANCO,0.0016,,mg/L,71.5,0.0002,0.0002,0,0.0003
,BLANCO REACTIVO,0,,mg/L,>100,0,0.0002,0,-0.0002
,SA000540-021,2.4856,,mg/L,4.9,0.01,0.0105,0.0095,0.0099
,SA000540-022,0.1714,,mg/L,20.2,0.0007,0.0006,0.0006,0.0008
,SA000540-023,5.8194,,mg/L,1.8,0.0227,0.0223,0.0229,0.023
,SA000540-024,8.3173,,mg/L,3.1,0.0335,0.0344,0.0324,0.0336
,SA000540-025,9.9289,,mg/L,4.4,0.0388,0.0399,0.0368,0.0396
,PATRON,1.0003,,mg/L,1.3,0.0966,0.0961,0.0958,0.098
,SA000540-026,5.538,,mg/L,1.6,0.0219,0.0216,0.0223,0.0218
,SA000540-027,7.162,,mg/L,3.5,0.0287,0.0275,0.0291,0.0294
,SA000540-028,9.6732,,mg/L,2.7,0.0383,0.0384,0.0392,0.0372
,SA000540-029,4.6876,,mg/L,1.7,0.0183,0.018,0.0183,0.0186
,SA000540-030,3.2701,,mg/L,1.6,0.0129,0.013,0.0131,0.0127
,PATRON,1.0071,,mg/L,2.1,0.0973,0.0987,0.0949,0.0981
,BLANCO,-0.0008,,mg/L,>100,-0.0001,0,-0.0001,-0.0002
,BLANCO REACTIVO,0,,mg/L,41.1,-0.0007,-0.0005,-0.0007,-0.0011
,SA000540-031,3.4272,,mg/L,4.4,0.0134,0.0138,0.0136,0.0127
,SA000540-032,3.6097,,mg/L,3.3,0.0143,0.0147,0.0143,0.0138
,PATRON,0.9854,,mg/L,0.9,0.0952,0.0961,0.0944,0.0951
