PATRON,5.0351,,mg/L,0.3,0.048,0.0479,0.048,0.0482
BLANCO,0.0005,,mg/L,>100,0,-0.0001,0,0.0001
BLANCO REACTIVO,0,,mg/L,31.1,-0.0002,-0.0003,-0.0003,-0.0002
FASE 1,0.0327,,mg/L,22.2,0.0003,0.0004,0.0003,0.0003
FASE 2,0.0307,,mg/L,39.6,0.0003,0.0002,0.0002,0.0004
FASE 3,0.0385,,mg/L,22.5,0.0004,0.0003,0.0003,0.0005
VSP NORTE,0.0263,,mg/L,32.1,0.0003,0.0003,0.0002,0.0003
CELDA 8.1,0.0536,,mg/L,3,0.0005,0.0005,0.0005,0.0005
CELDA 8.2,0.0526,,mg/L,12.3,0.0005,0.0005,0.0004,0.0005
CELDA 8.3,0.1874,,mg/L,5.4,0.0018,0.0017,0.0019,0.0018
PATRON,4.8006,,mg/L,0.9,0.0458,0.0463,0.0454,0.0457
BLANCO,0.0061,,mg/L,47.6,0.0001,0.0001,0.0001,0
BLANCO REACTIVO,0,,mg/L,15.2,0.0003,0.0003,0.0003,0.0004
