PATRON,4.8428,,mg/L,1.2,0.0647,0.0643,0.0656,0.0642
BLANCO,-0.0722,,mg/L,4.5,-0.001,-0.001,-0.001,-0.001
BLANCO REACTIVO,0,,mg/L,0.9,-0.0028,-0.0028,-0.0028,-0.0028
FASE 1,0.001,,mg/L,82.3,-0.0002,-0.0002,-0.0001,-0.0004
FASE 2,0.001,,mg/L,18.7,-0.0003,-0.0004,-0.0003,-0.0003
FASE 3,0.001,,mg/L,19.6,-0.0005,-0.0005,-0.0005,-0.0004
VSP NORTE,0.001,,mg/L,25.8,-0.0005,-0.0006,-0.0006,-0.0003
CELDA 8.1,0.001,,mg/L,52,-0.0003,-0.0003,-0.0005,-0.0002
CELDA 8.2,0.001,,mg/L,49.6,-0.0002,-0.0002,-0.0001,-0.0004
CELDA 8.3,0.001,,mg/L,52.1,-0.0002,-0.0002,-0.0002,-0.0001
PATRON,4.8358,,mg/L,0.4,0.0646,0.0643,0.0647,0.0648
BLANCO,-0.0562,,mg/L,9.1,-0.0008,-0.0007,-0.0008,-0.0008
BLANCO REACTIVO,0,,mg/L,4.6,-0.0034,-0.0036,-0.0033,-0.0033
