Analista,,,,,,,,,
Fecha de inicio,02/04/2023 06:30 p. m.  GMT: 02/04/2023 11:30 p. m.,,,,,,,,
Hoja de trabajo,SA000847_6-REENSAYE,,,,,,,,
Comentario,,,,,,,,,
Métodos,Ag,,,,,,,,
,,,,,,,,,
Método: Ag HCL (Llama),,,,,,,,,
,,,,,,,,,
,PATRON,0.9851,,mg/L,0.1,0.1276,0.1277,0.1277,0.1274
,BLANCO,-0.0005,,mg/L,98,-0.0001,-0.0001,0,0
,BLANCO REACTIVO,0,,mg/L,12.6,0.0004,0.0005,0.0004,0.0005
,SA000832-019,6.4166,,mg/L,14.3,0.0313,0.0363,0.03,0.0276
,SA000832-020,4.0892,,mg/L,5,0.0199,0.021,0.0199,0.019
,SA000832-021,5.3518,,mg/L,1.3,0.0263,0.0265,0.0266,0.026
,SA000832-022,17.0953,,mg/L,0.4,0.0887,0.0884,0.0888,0.089
,SA000832-023,1.4114,,mg/L,2.5,0.0071,0.0072,0.0071,0.0069
,PATRON,1.0192,,mg/L,0.4,0.1189,0.1184,0.119,0.1192
,SA000832-024,1.5593,,mg/L,2.8,0.0081,0.0084,0.0079,0.0081
,SA000832-025,2.8543,,mg/L,9.4,0.0136,0.015,0.0131,0.0126
,SA000832-026,2.1395,,mg/L,3.3,0.0101,0.0104,0.0101,0.0097
,SA000832-027,1.5087,,mg/L,2.8,0.0071,0.0071,0.0073,0.0069
,PATRON,1.0175,,mg/L,0.3,0.118,0.1176,0.1184,0.1179
,BLANCO,-0.0097,,mg/L,4,-0.0011,-0.0011,-0.0012,-0.0011
,BLANCO REACTIVO,0,,mg/L,4.1,0.0045,0.0047,0.0045,0.0043
,BLANCO REACTIVO,0,,mg/L,2.9,0.0042,0.0042,0.004,0.0042
