Analista,GGP,,,,,,,,,,,,
Fecha de inicio,17/09/2024 10:14 a. m.  GMT: 17/09/2024 04:14 p. m.,,,,,,,,,,,,
Hoja de trabajo,SA005547_3,,,,,,,,,,,,
Comentario,,,,,,,,,,,,,
Métodos,Au,,,,,,,,,,,,
,,,,,,,,,,,,,
Peso nominal,1,Volumen nominal,1,Nominal Dilution,1,,,,,,,,
Método: Au EFAA30 (Llama),,,,,,,,,,,,,
,,,,,,,,,,,,,
,PATRON,0.5176,,mg/L,0.8,0.0177,0.0013,1,1,1,0.0179,0.0176,0.0176
,BLANCO,-0.0005,,mg/L,>100,0,0.0002,1,1,1,0,-0.0001,0
,BLANCO REACTIVO,0,,mg/L,78.1,-0.0005,0.0005,1,1,1,-0.0002,-0.0003,-0.0009
,SA005547-001,0.1357,,mg/L,0.8,0.0129,-0.0001,20.034,7,1,0.013,0.013,0.0128
,SA005547-002,0.1589,,mg/L,0.6,0.0152,-0.0002,20.051,7,1,0.0153,0.0152,0.0151
,SA005547-003,0.5416,,mg/L,0.2,0.052,0,20.005,7,1,0.0518,0.0521,0.052
,SA005547-004,0.0079,,mg/L,63.4,0.0008,-0.0001,20.027,7,1,0.0013,0.0003,0.0007
,SA005547-005,0.1543,,mg/L,0.5,0.0147,0,20.015,7,1,0.0147,0.0147,0.0148
,PATRON,0.513,,mg/L,0.2,0.0177,0.0011,1,1,1,0.0177,0.0176,0.0177
,SA005547-006,0.4503,,mg/L,0.2,0.0442,0.0008,20.011,7,1,0.0441,0.0441,0.0443
,SA005547-007,1.046,,mg/L,0.3,0.1019,0.0006,20.03,7,1,0.1016,0.1019,0.1021
,SA005547-008,1.6818,,mg/L,0.5,0.1625,0.0008,20.04,7,1,0.1616,0.1629,0.1631
,SA005547-009,0.0079,,mg/L,31.5,0.0008,0.0003,20,7,1,0.0008,0.001,0.0005
,SA005547-010,0.1864,,mg/L,1.5,0.0182,0.0014,20.006,7,1,0.0181,0.018,0.0185
,PATRON,0.5087,,mg/L,0.3,0.0175,0.0013,1,1,1,0.0175,0.0175,0.0175
,BLANCO,0.0003,,mg/L,>100,0,-0.0004,1,1,1,0.0004,0.0001,-0.0004
,BLANCO REACTIVO,0,,mg/L,>100,-0.0004,-0.0007,1,1,1,0.0002,-0.0007,-0.0007
,SA005547-011,1.0132,,mg/L,0.6,0.0986,0.0012,20.006,7,1,0.0981,0.0985,0.0992
,SA005547-012,1.1455,,mg/L,0.5,0.1113,0.001,20.016,7,1,0.1108,0.112,0.1113
,SA005547-013,0.8187,,mg/L,0.3,0.0798,0.001,20,7,1,0.0796,0.0798,0.0801
,SA005547-014,0.5919,,mg/L,0.4,0.0569,0.0006,20.03,7,1,0.0571,0.0566,0.057
,SA005547-015,0.4871,,mg/L,0.3,0.0467,0.0005,20.026,7,1,0.0469,0.0467,0.0466
,PATRON,0.5029,,mg/L,0.7,0.0168,0.0007,1,1,1,0.0169,0.0168,0.0166
,SA005547-016,0.5253,,mg/L,1.8,0.0504,0.0003,20,7,1,0.0493,0.0508,0.051
,PATRON,0.4957,,mg/L,1.2,0.0165,0.001,1,1,1,0.0163,0.0167,0.0167
,BLANCO,0.0019,,mg/L,>100,0.0001,-0.0001,1,1,1,-0.0002,0,0.0004
,BLANCO REACTIVO,0,,mg/L,6.1,-0.0004,-0.0005,1,1,1,-0.0004,-0.0004,-0.0003
