PATRON,0.4921,,mg/L,0.7,0.0639,0.0006,0.0641,0.0642,0.0634
BLANCO,-0.0028,,mg/L,72.4,-0.0004,-0.0003,-0.0005,-0.0001,-0.0006
BLANCO REACTIVO,0,,mg/L,18.6,0.0007,-0.0015,0.0008,0.0007,0.0006
H KCA PO,-0.0081,,mg/L,33.3,-0.0011,0.0002,-0.0015,-0.001,-0.0008
H KCA PO,-0.005,,mg/L,19.9,-0.0007,-0.0003,-0.0008,-0.0005,-0.0007
H KCA PO,-0.0085,,mg/L,39.9,-0.0012,0.0001,-0.0017,-0.0009,-0.0009
PATRON,0.4997,,mg/L,0.5,0.0649,-0.0015,0.0652,0.0647,0.0646
H KCA PO,-0.0072,,mg/L,19.2,-0.001,-0.0002,-0.0009,-0.0008,-0.0012
H KCA PO,-0.0063,,mg/L,35.3,-0.0009,-0.0004,-0.0007,-0.0006,-0.0012
PATRON,0.4947,,mg/L,0.6,0.0642,-0.002,0.0641,0.0647,0.0639
BLANCO,-0.0028,,mg/L,76.4,-0.0004,-0.0022,-0.0007,-0.0002,-0.0002
BLANCO REACTIVO,0,,mg/L,>100,0.0009,-0.0022,0.0019,0.0008,0
M1 PO,-0.0072,,mg/L,51.7,-0.001,-0.0009,-0.0005,-0.0015,-0.0009
M2 PO,-0.0083,,mg/L,12.6,-0.0011,-0.0009,-0.001,-0.0012,-0.0011
M3 PO,-0.0103,,mg/L,24.7,-0.0014,-0.0005,-0.001,-0.0014,-0.0017
M4 PO,-0.0083,,mg/L,29.6,-0.0011,-0.0008,-0.0008,-0.0014,-0.0011
PATRON,0.4884,,mg/L,1,0.0634,-0.0029,0.0641,0.0634,0.0628
P KCA PO,-0.007,,mg/L,6.1,-0.001,-0.0011,-0.0009,-0.001,-0.001
PATRON,0.4893,,mg/L,1.9,0.0635,-0.0029,0.0645,0.0639,0.0622
BLANCO,0.0025,,mg/L,>100,0.0003,-0.0038,0.0007,0.0001,0.0001
BLANCO REACTIVO,0,,mg/L,23.7,0.0013,-0.0028,0.0014,0.0009,0.0015
CELDA 8,-0.0087,,mg/L,8.1,-0.0012,-0.0017,-0.0013,-0.0011,-0.0012
PATRON,0.4851,,mg/L,0.3,0.063,-0.0035,0.0632,0.063,0.0628
BLANCO,-0.0033,,mg/L,>100,-0.0005,-0.0038,0,-0.0005,-0.0009
BLANCO REACTIVO,0,,mg/L,25.8,0.001,-0.003,0.0011,0.0007,0.0012
H KCA PE,-0.0044,,mg/L,51.3,-0.0006,-0.0009,-0.0003,-0.0007,-0.0009
H KCA PE,-0.0058,,mg/L,14.7,-0.0008,-0.0007,-0.0008,-0.0009,-0.0007
H KCA PE,-0.0052,,mg/L,23.4,-0.0007,-0.0008,-0.0009,-0.0006,-0.0006
PATRON,0.5032,,mg/L,1.1,0.0653,-0.0029,0.0661,0.0647,0.0651
H KCA PE,-0.0042,,mg/L,81.5,-0.0006,-0.0009,-0.0011,-0.0003,-0.0004
H KCA PE,-0.0077,,mg/L,28.1,-0.001,-0.0006,-0.0011,-0.0013,-0.0007
PATRON,0.4939,,mg/L,0.5,0.0641,-0.0035,0.0643,0.0643,0.0637
BLANCO,0.0008,,mg/L,>100,0.0001,-0.0042,0.0001,0.0003,0
BLANCO REACTIVO,0,,mg/L,31.3,0.0009,-0.0028,0.0012,0.0007,0.0007
M1 PE,-0.0079,,mg/L,12.8,-0.0011,-0.0009,-0.0009,-0.0012,-0.0011
M2 PE,-0.008,,mg/L,34,-0.0011,-0.0009,-0.0007,-0.0014,-0.0011
M3 PE,-0.0083,,mg/L,14.5,-0.0011,-0.0009,-0.001,-0.001,-0.0013
M4 PE,-0.0086,,mg/L,21.1,-0.0012,-0.0009,-0.0014,-0.0011,-0.0009
PATRON,0.4877,,mg/L,1,0.0633,-0.0034,0.0626,0.0639,0.0635
P KCA PE,-0.0097,,mg/L,9.3,-0.0013,-0.0008,-0.0014,-0.0012,-0.0014
PATRON,0.4907,,mg/L,0.6,0.0637,-0.0033,0.0641,0.0636,0.0635
BLANCO,-0.0033,,mg/L,86.5,-0.0004,-0.0034,0,-0.0007,-0.0006
BLANCO REACTIVO,0,,mg/L,41.6,0.0004,-0.0026,0.0003,0.0006,0.0004
ELY 1,-0.0065,,mg/L,40.7,-0.0009,-0.0003,-0.0011,-0.001,-0.0005
ELY 2,-0.0049,,mg/L,68.1,-0.0007,-0.0005,-0.0006,-0.0003,-0.0012
ELY 3,-0.0066,,mg/L,41.7,-0.0009,-0.0003,-0.001,-0.0012,-0.0005
ELY 4,-0.0103,,mg/L,13.7,-0.0014,0.0002,-0.0015,-0.0012,-0.0014
PATRON,0.4839,,mg/L,1.9,0.0629,-0.0026,0.064,0.0616,0.063
ELY P,-0.0067,,mg/L,36.1,-0.0009,-0.0004,-0.001,-0.0005,-0.0012
PATRON,0.4876,,mg/L,1,0.0633,-0.0025,0.0639,0.0635,0.0626
BLANCO,-0.0002,,mg/L,>100,0,-0.0031,-0.0001,0,0.0001
BLANCO REACTIVO,0,,mg/L,55.4,0.0006,-0.0029,0.0009,0.0003,0.0006
