PATRON,4.9839,,mg/L,0.9,0.0565,1,1,1,0.0568,0.0567,0.0559
BLANCO,-0.005,,mg/L,>100,-0.0001,1,1,1,-0.0001,0,-0.0001
BLANCO REACTIVO,0,,mg/L,>100,0.0002,1,1,1,0.0001,0.0001,0.0006
FASE 1,0.0033,,mg/L,>100,0,1,1,1,0,0.0001,0
PATRON,4.916,,mg/L,3.1,0.0557,1,1,1,0.0541,0.0555,0.0576
FASE 2,0.0287,,mg/L,66.5,0.0003,1,1,1,0.0001,0.0004,0.0005
FASE 3,0.0417,,mg/L,49.6,0.0005,1,1,1,0.0002,0.0006,0.0006
PATRON,4.9145,,mg/L,4.3,0.0557,1,1,1,0.0579,0.0561,0.0532
BLANCO,-0.0108,,mg/L,22.1,-0.0001,1,1,1,-0.0001,-0.0001,-0.0001
BLANCO REACTIVO,0,,mg/L,>100,0.0001,1,1,1,0,0.0001,0.0003
VSP NORTE,0.0082,,mg/L,60.4,0.0001,1,1,1,0.0001,0.0002,0
CELDA 8.1,0.0476,,mg/L,20.3,0.0005,1,1,1,0.0006,0.0004,0.0006
CELDA 8.2,0.0169,,mg/L,57.8,0.0002,1,1,1,0.0001,0.0001,0.0003
CELDA 8.3,0.6376,,mg/L,1.3,0.0073,1,1,1,0.0074,0.0072,0.0073
PATRON,4.8555,,mg/L,1.2,0.0551,1,1,1,0.0543,0.0554,0.0555
BLANCO,-0.0114,,mg/L,64.4,-0.0001,1,1,1,-0.0001,-0.0002,0
BLANCO REACTIVO,0,,mg/L,38,0.0002,1,1,1,0.0002,0.0002,0.0003
