PATRON,0.0525,,mg/L,7.6,0.0022,0.0023,0.002,0.0023,0.0024
BLANCO,-0.0052,,mg/L,31.9,-0.0006,0.0026,-0.0004,-0.0006,-0.0007
BLANCO REACTIVO,0,,mg/L,28.6,0.0007,0.002,0.0004,0.0008,0.0008
H KCA PO,0.0506,,mg/L,7.3,0.0021,0.0061,0.0023,0.002,0.0021
H KCA PO,0.0507,,mg/L,7.1,0.0021,0.006,0.0022,0.0022,0.002
H KCA PO,0.0512,,mg/L,2.2,0.0022,0.0061,0.0022,0.0022,0.0021
PATRON,0.0477,,mg/L,4.9,0.002,0.0029,0.0021,0.002,0.0019
H KCA PO,0.0538,,mg/L,3.9,0.0023,0.006,0.0023,0.0023,0.0022
H KCA PO,0.0552,,mg/L,2.4,0.0024,0.0059,0.0023,0.0024,0.0024
PATRON,0.0499,,mg/L,10.2,0.0021,0.0027,0.0023,0.0022,0.0019
BLANCO,-0.0006,,mg/L,57.1,-0.0003,0.0023,-0.0006,-0.0003,-0.0002
BLANCO REACTIVO,0,,mg/L,16.7,-0.0011,0.0017,-0.0013,-0.001,-0.0011
M1 PO,0.0357,,mg/L,8.8,0.0014,0.0061,0.0014,0.0015,0.0013
M2 PO,0.0171,,mg/L,30.8,0.0005,0.0062,0.0006,0.0006,0.0003
M3 PO,0.0109,,mg/L,43.2,0.0002,0.0061,0.0002,0.0002,0.0003
M4 PO,0.0009,,mg/L,87.6,-0.0003,0.0061,-0.0001,-0.0005,-0.0002
PATRON,0.0474,,mg/L,9.6,0.002,0.0032,0.0022,0.0018,0.0019
P KCA PO,0.0117,,mg/L,24.3,0.0003,0.0064,0.0003,0.0002,0.0003
PATRON,0.0468,,mg/L,10.9,0.0019,0.004,0.002,0.0017,0.0021
BLANCO,0.0021,,mg/L,>100,-0.0002,0.0035,0,-0.0004,-0.0002
BLANCO REACTIVO,0,,mg/L,16.3,-0.0011,0.0016,-0.0011,-0.0012,-0.0009
CELDA 8,0.0257,,mg/L,20.3,0.0009,0.0074,0.0011,0.001,0.0007
CANAL,0.0948,,mg/L,4.7,0.0042,0.0034,0.004,0.0043,0.0044
FASE 1,0.0367,,mg/L,10.7,0.0015,0.0039,0.0017,0.0015,0.0014
FASE 2,0.0357,,mg/L,11.9,0.0015,0.0035,0.0017,0.0014,0.0014
FASE 3,0.031,,mg/L,13.4,0.0013,0.0031,0.0015,0.0011,0.0013
VSP NORTE,0.027,,mg/L,11,0.0011,0.0043,0.0012,0.001,0.0011
