PATRON,5.0209,,mg/L,0.4,0.0469,0.0472,0.0469,0.0468
BLANCO,-0.0017,,mg/L,>100,0,0.0001,0,-0.0002
BLANCO REACTIVO,0,,mg/L,9.2,0.0005,0.0005,0.0004,0.0005
FASE 1,0.0367,,mg/L,7,0.0003,0.0004,0.0003,0.0003
FASE 2,0.0438,,mg/L,11.9,0.0004,0.0004,0.0005,0.0004
FASE 3,0.0593,,mg/L,12.3,0.0006,0.0006,0.0006,0.0005
VSP NORTE,0.058,,mg/L,18.7,0.0005,0.0007,0.0005,0.0005
CELDA 8.1,0.0726,,mg/L,20.2,0.0007,0.0008,0.0007,0.0006
CELDA 8.2,0.0656,,mg/L,1.1,0.0006,0.0006,0.0006,0.0006
CELDA 8.3,0.1162,,mg/L,4.5,0.0011,0.001,0.0011,0.0011
PATRON,4.9268,,mg/L,0.3,0.0461,0.0462,0.0461,0.0459
BLANCO,0.0076,,mg/L,>100,0.0001,0.0002,0,0
BLANCO REACTIVO,0,,mg/L,5.2,0.0004,0.0005,0.0004,0.0004
