PATRON,4.9474,,mg/L,1,0.0467,1,1,1,0.0466,0.0473,0.0464
BLANCO,-0.0275,,mg/L,37.9,-0.0003,1,1,1,-0.0002,-0.0003,-0.0003
BLANCO REACTIVO,0,,mg/L,6.8,-0.0015,1,1,1,-0.0014,-0.0015,-0.0016
FASE 1,0.0014,,mg/L,>100,0,1,1,1,0.0001,0.0002,-0.0003
FASE 2,0.03,,mg/L,58.7,0.0003,1,1,1,0.0005,0.0002,0.0002
FASE 3,0.0278,,mg/L,59.6,0.0003,1,1,1,0.0001,0.0004,0.0003
VSP NORTE,0.0034,,mg/L,>100,0,1,1,1,0,0.0002,-0.0001
CELDA 8.1,0.0126,,mg/L,>100,0.0001,1,1,1,0,0.0004,0
CELDA 8.2,0.02,,mg/L,38.6,0.0002,1,1,1,0.0003,0.0002,0.0001
CELDA 8.3,0.0402,,mg/L,28.4,0.0004,1,1,1,0.0003,0.0004,0.0005
PATRON,4.8814,,mg/L,0.8,0.0461,1,1,1,0.046,0.0466,0.0458
BLANCO,-0.0752,,mg/L,26,-0.0007,1,1,1,-0.0008,-0.0005,-0.0008
BLANCO REACTIVO,0,,mg/L,12.7,-0.0009,1,1,1,-0.0008,-0.0011,-0.0009
