Analista,,,,,,,,,
Fecha de inicio,03/04/2023 07:44 p. m.  GMT: 04/04/2023 12:44 a. m.,,,,,,,,
Hoja de trabajo,SA000863-RE_6,,,,,,,,
Comentario,,,,,,,,,
Métodos,Ag,,,,,,,,
,,,,,,,,,
Método: Ag HCL (Llama),,,,,,,,,
,,,,,,,,,
,PATRON,1.009,,mg/L,0.2,0.1358,0.136,0.1354,0.1359
,BLANCO,0.001,,mg/L,76.2,0.0001,0.0003,0.0001,0.0001
,BLANCO REACTIVO,0,,mg/L,>100,-0.0001,0,0,-0.0002
,SA000832-019,4.4749,,mg/L,1.1,0.0246,0.0249,0.0246,0.0244
,SA000832-020,3.0181,,mg/L,1.6,0.0166,0.0169,0.0165,0.0165
,SA000832-021,4.9205,,mg/L,0.4,0.0269,0.0268,0.0269,0.027
,SA000832-022,15.2063,,mg/L,0.5,0.0839,0.0837,0.0844,0.0837
,SA000832-023,1.1299,,mg/L,3.3,0.0062,0.0065,0.0061,0.0061
,PATRON,0.9972,,mg/L,0.3,0.1342,0.1342,0.1338,0.1347
,SA000832-024,0.086,,mg/L,23.4,0.0005,0.0006,0.0004,0.0005
,SA000832-025,1.1764,,mg/L,1.2,0.0065,0.0064,0.0066,0.0066
,SA000832-026,1.7658,,mg/L,0.9,0.0098,0.0099,0.0098,0.0097
,SA000832-027,1.7117,,mg/L,0.8,0.0095,0.0094,0.0094,0.0095
,SA000840-004,5.9709,,mg/L,0.6,0.0326,0.0324,0.0328,0.0325
,PATRON,1.0001,,mg/L,0.3,0.1346,0.135,0.1345,0.1343
,BLANCO,-0.0001,,mg/L,>100,0,0,0.0001,-0.0002
,BLANCO REACTIVO,0,,mg/L,49.5,-0.0003,-0.0001,-0.0004,-0.0003
,SA000840-005,8.7961,,mg/L,0.2,0.049,0.0491,0.049,0.0489
,SA000840-006,7.8181,,mg/L,0.5,0.0434,0.0434,0.0436,0.0432
,SA000840-007,0.1304,,mg/L,3.7,0.0007,0.0007,0.0007,0.0007
,SA000840-008,5.3041,,mg/L,0.2,0.029,0.0291,0.0291,0.029
,SA000840-009,4.5929,,mg/L,0.5,0.0255,0.0257,0.0254,0.0255
,PATRON,1.0059,,mg/L,0.1,0.1354,0.1355,0.1352,0.1353
,SA000840-010,2.73,,mg/L,0.9,0.015,0.0151,0.0152,0.0149
,SA000852-001,3.9369,,mg/L,0.7,0.0217,0.0216,0.0218,0.0216
,SA000852-002,4.2811,,mg/L,0.5,0.0235,0.0234,0.0235,0.0236
,PATRON,1.0034,,mg/L,0.4,0.1351,0.1354,0.1345,0.1353
,BLANCO,0.0002,,mg/L,>100,0,0.0001,0,-0.0001
,BLANCO REACTIVO,0,,mg/L,15.8,-0.0003,-0.0003,-0.0003,-0.0004
