PATRON,0.1844,,mg/L,5.3,0.0093,-0.0013,1,1,1,0.0091,0.009,0.0099
BLANCO,0.0097,,mg/L,43,0.0007,-0.0014,1,1,1,0.0006,0.001,0.0004
BLANCO REACTIVO,0,,mg/L,>100,0,-0.0007,1,1,1,0,0.0004,-0.0003
CELDA 8,0.0195,,mg/L,24.1,0.0012,0.0023,1,1,1,0.001,0.0015,0.001
CANAL,0.0163,,mg/L,50.6,0.001,0.0022,1,1,1,0.0005,0.0015,0.001
FASE 1,0,,mg/L,>100,0.0002,0.0042,1,1,1,0.0005,-0.0001,0.0002
PATRON,0.1979,,mg/L,1.2,0.01,-0.003,1,1,1,0.01,0.0101,0.0099
FASE 2,0.0183,,mg/L,27.6,0.0011,0.0029,1,1,1,0.0014,0.0012,0.0008
FASE 3,0.0496,,mg/L,35.6,0.0027,0.002,1,1,1,0.0019,0.0023,0.0037
PATRON,0.204,,mg/L,8.4,0.0103,-0.0037,1,1,1,0.0093,0.0109,0.0108
BLANCO,0.003,,mg/L,>100,0.0004,-0.002,1,1,1,0.0004,-0.0002,0.0009
BLANCO REACTIVO,0,,mg/L,>100,0.0001,-0.0016,1,1,1,0.0005,-0.0002,-0.0001
VSP NORTE,0.0499,,mg/L,15.7,0.0027,0.0011,1,1,1,0.0027,0.0023,0.0031
CELDA 8.1,0.0093,,mg/L,>100,0.0007,0.0005,1,1,1,0.0001,0.0003,0.0016
CELDA 8.2,0.0223,,mg/L,56.9,0.0013,-0.0007,1,1,1,0.0011,0.0021,0.0007
CELDA 8.3,0.0123,,mg/L,32.3,0.0008,-0.0033,1,1,1,0.0005,0.0009,0.001
PATRON,0.1882,,mg/L,4.9,0.0095,-0.0041,1,1,1,0.009,0.0097,0.0099
S. RICA,0.0229,,mg/L,73.5,0.0013,0.0008,1,1,1,0.0017,0.0002,0.0021
PATRON,0.1892,,mg/L,11,0.0096,-0.0045,1,1,1,0.0091,0.0089,0.0108
BLANCO,0.0021,,mg/L,>100,0.0003,-0.0047,1,1,1,0.0006,-0.0002,0.0005
BLANCO REACTIVO,0,,mg/L,9.9,0.0114,-0.014,1,1,1,0.0107,0.0107,0.0127
TRITURADORA,0.005,,mg/L,62.7,0.0005,-0.0015,1,1,1,0.0003,0.0002,0.0008
VICTORIA,-0.0054,,mg/L,>100,-0.0001,-0.0082,1,1,1,0.0002,-0.0003,0
CELDA 1,-0.0094,,mg/L,>100,-0.0003,-0.0028,1,1,1,0.0009,-0.0006,-0.001
CELDA 2,0.0097,,mg/L,45.3,0.0007,-0.009,1,1,1,0.0004,0.001,0.0007
CELDA 3,0.0032,,mg/L,51.2,0.0004,-0.002,1,1,1,0.0005,0.0002,0.0004
CELDA 4A,0.0042,,mg/L,>100,0.0004,-0.0038,1,1,1,0.0011,-0.0001,0.0002
CELDA 4B,0.0003,,mg/L,>100,0.0002,-0.0022,1,1,1,0.0007,-0.0001,0.0001
CELDA 5A,0,,mg/L,>100,0.0002,-0.0262,1,1,1,0.0005,0.0002,-0.0001
CELDA 5B,0.0063,,mg/L,82.1,0.0005,-0.0262,1,1,1,0.0006,0,0.0009
PATRON,0.1971,,mg/L,3,0.01,-0.0081,1,1,1,0.0101,0.0096,0.0102
BLANCO,0.0021,,mg/L,>100,0.0003,-0.0073,1,1,1,0.0001,0.0008,0
BLANCO REACTIVO,0,,mg/L,>100,0.0002,-0.0057,1,1,1,0.0001,0.0006,-0.0001
