PATRON,0.048,,mg/L,8.5,0.0003,0.0031,-0.0015,0.0031,0.0028,0.0033
BLANCO,-0.0032,,mg/L,38.6,0.0002,0.0006,-0.0004,0.0007,0.0007,0.0003
BLANCO REACTIVO,0,,mg/L,>100,0.0005,-0.0002,0.0004,-0.0006,-0.0003,0.0004
H KCA PO,0.0552,,mg/L,7.5,0.0003,0.0034,0.0052,0.0033,0.0032,0.0037
H KCA PO,0.0549,,mg/L,26.4,0.0009,0.0034,0.0055,0.0044,0.0032,0.0027
H KCA PO,0.0529,,mg/L,23.8,0.0008,0.0033,0.006,0.0036,0.0024,0.0039
PATRON,0.0466,,mg/L,2.5,0.0001,0.003,0.0028,0.0031,0.0029,0.0031
H KCA PO,0.0508,,mg/L,13.1,0.0004,0.0032,0.0059,0.0037,0.0032,0.0028
H KCA PO,0.0558,,mg/L,14.9,0.0005,0.0035,0.0055,0.0036,0.0039,0.0029
PATRON,0.0533,,mg/L,12.3,0.0004,0.0033,0.0026,0.0036,0.0035,0.0029
BLANCO,0.0002,,mg/L,41.6,0.0003,0.0007,0.004,0.001,0.0008,0.0004
BLANCO REACTIVO,0,,mg/L,32.2,0.0004,0.0012,-0.0006,0.0013,0.0008,0.0015
M1 PO,0.0551,,mg/L,24,0.0008,0.0034,-0.0008,0.0025,0.0038,0.004
M2 PO,0.0453,,mg/L,16.3,0.0005,0.003,0,0.0025,0.0029,0.0035
M3 PO,0.0343,,mg/L,19.9,0.0005,0.0024,0.0013,0.003,0.0022,0.002
M4 PO,0.027,,mg/L,15.5,0.0003,0.0021,0.0011,0.0019,0.0024,0.0018
PATRON,0.0498,,mg/L,21.7,0.0007,0.0032,-0.0016,0.0025,0.0039,0.0032
P KCA PO,0.0233,,mg/L,31.9,0.0006,0.0019,-0.0002,0.0014,0.0025,0.0017
PATRON,0.0488,,mg/L,21.2,0.0007,0.0031,-0.0028,0.0026,0.0029,0.0039
BLANCO,0.0064,,mg/L,36.6,0.0004,0.001,-0.0024,0.0006,0.0011,0.0014
BLANCO REACTIVO,0,,mg/L,46,0.0003,0.0007,0.0008,0.001,0.0005,0.0005
CELDA 8,0.0494,,mg/L,11.9,0.0004,0.0031,0.0019,0.0028,0.0036,0.003
CANAL,0.1416,,mg/L,4.3,0.0003,0.007,0.0021,0.0073,0.007,0.0068
FASE 1,0.0586,,mg/L,4.5,0.0001,0.0029,0.0019,0.0028,0.0028,0.003
FASE 2,0.0294,,mg/L,4.2,0.0001,0.0014,0.002,0.0014,0.0015,0.0014
FASE 3,0.0287,,mg/L,11.2,0.0002,0.0014,0.0019,0.0016,0.0013,0.0013
VSP NORTE,0.1121,,mg/L,3,0.0002,0.0056,0.0024,0.0055,0.0057,0.0054
CELDA 8.1,0.0204,,mg/L,14.9,0.0001,0.001,0.0014,0.0009,0.0009,0.0011
CELDA 8.2,0.0236,,mg/L,21.4,0.0002,0.0011,0.0011,0.0009,0.0013,0.0013
CELDA 8.3,0.0065,,mg/L,>100,0.0003,0.0003,0.0016,0,0.0006,0.0003
PATRON,0.0508,,mg/L,6.9,0.0002,0.0032,-0.0004,0.0035,0.0032,0.003
BLANCO,-0.0074,,mg/L,35.9,0.0001,0.0004,-0.0021,0.0004,0.0005,0.0002
BLANCO REACTIVO,0,,mg/L,>100,0.0004,-0.0003,0.0007,0,-0.0002,-0.0008
H KCA PE,0.0296,,mg/L,7.3,0.0002,0.0022,0.002,0.0024,0.0021,0.0021
H KCA PE,0.0338,,mg/L,17.8,0.0004,0.0024,0.0017,0.0029,0.0022,0.0021
H KCA PE,0.0298,,mg/L,7.1,0.0002,0.0022,0.0014,0.0024,0.0022,0.002
PATRON,0.0506,,mg/L,15.8,0.0005,0.0032,0.0006,0.0026,0.0036,0.0034
H KCA PE,0.0311,,mg/L,13,0.0003,0.0023,0.0011,0.0019,0.0025,0.0023
H KCA PE,0.0373,,mg/L,17.6,0.0004,0.0026,0.0028,0.0025,0.0021,0.003
PATRON,0.0524,,mg/L,18.9,0.0006,0.0033,0.0003,0.0034,0.0038,0.0026
BLANCO,0.0103,,mg/L,24.3,0.0003,0.0012,0.0012,0.0013,0.0015,0.0009
BLANCO REACTIVO,0,,mg/L,39.2,0.0001,-0.0002,0.0015,-0.0002,-0.0001,-0.0002
M1 PE,0.0372,,mg/L,23.1,0.0006,0.0026,0.0021,0.0031,0.0019,0.0026
M2 PE,0.0225,,mg/L,26.4,0.0005,0.0018,0.003,0.0019,0.0013,0.0023
M3 PE,0.0221,,mg/L,30.5,0.0006,0.0018,0.0029,0.0013,0.0018,0.0024
M4 PE,0.013,,mg/L,3,0,0.0014,0.0014,0.0014,0.0013,0.0014
PATRON,0.0485,,mg/L,14.5,0.0005,0.0031,-0.0003,0.0034,0.0033,0.0026
P KCA PE,0.0042,,mg/L,22.9,0.0002,0.0009,0.0034,0.0008,0.0008,0.0012
PATRON,0.048,,mg/L,8,0.0002,0.0031,0.0004,0.0033,0.0031,0.0028
BLANCO,0.0014,,mg/L,64.2,0.0005,0.0008,0.0005,0.0013,0.0007,0.0003
BLANCO REACTIVO,0,,mg/L,>100,0.0004,0.0001,0.0008,0,-0.0002,0.0005
ELY 1,0.0192,,mg/L,5.6,0.0001,0.0017,0.0028,0.0016,0.0017,0.0017
ELY 2,0.0153,,mg/L,49.1,0.0007,0.0015,0.0027,0.0021,0.0016,0.0007
ELY 3,0.0156,,mg/L,27.2,0.0004,0.0015,0.0023,0.0019,0.0011,0.0014
ELY 4,0.0139,,mg/L,56.6,0.0008,0.0014,0.0023,0.0005,0.0021,0.0016
PATRON,0.0482,,mg/L,11.1,0.0003,0.0031,-0.0002,0.0035,0.0028,0.003
ELY P,0.0093,,mg/L,15.9,0.0002,0.0012,0.0027,0.001,0.0013,0.0013
PATRON,0.0466,,mg/L,9.2,0.0003,0.003,-0.0001,0.0027,0.0032,0.0031
BLANCO,-0.0018,,mg/L,34.7,0.0002,0.0006,0.0008,0.0008,0.0008,0.0004
BLANCO REACTIVO,0,,mg/L,>100,0.0004,0,0.001,-0.0002,0.0005,-0.0003
NOROESTE,0.0249,,mg/L,24.5,0.0005,0.002,0.0025,0.0015,0.0025,0.0019
TRITURADORA,0.0133,,mg/L,25.4,0.0004,0.0014,0.0022,0.0018,0.0012,0.0011
VICTORIA,0.0159,,mg/L,30.7,0.0005,0.0015,0.0024,0.001,0.0016,0.0019
CELDA 1,0.0095,,mg/L,38,0.0005,0.0012,0.003,0.0016,0.0007,0.0012
CELDA 2,0.0465,,mg/L,13.9,0.0004,0.003,0.0019,0.0033,0.0032,0.0025
CELDA 3,0.0332,,mg/L,24.9,0.0006,0.0024,0.0021,0.0019,0.003,0.0021
CELDA 4A,0.0343,,mg/L,13.1,0.0003,0.0024,0.0028,0.0022,0.0028,0.0023
CELDA 4B,0.0346,,mg/L,10,0.0002,0.0024,0.0031,0.0027,0.0025,0.0022
CELDA 5A,0.0238,,mg/L,18.3,0.0003,0.0019,0.0021,0.0023,0.0016,0.0018
CELDA 5B,0.0228,,mg/L,40.7,0.0008,0.0018,0.0021,0.001,0.0025,0.002
CELDA 1A,0.0332,,mg/L,22.6,0.0005,0.0024,0.0013,0.0028,0.0018,0.0025
PATRON,0.0497,,mg/L,20.9,0.0007,0.0032,-0.0005,0.0029,0.0027,0.0039
BLANCO,0.0006,,mg/L,41.3,0.0003,0.0008,0.0009,0.001,0.0008,0.0004
BLANCO REACTIVO,0,,mg/L,>100,0.0003,0.0003,0.0009,0.0005,-0.0001,0.0004
