PATRON,4.9336,,mg/L,0.9,0.0507,1,1,1,0.0513,0.0504,0.0505
BLANCO,-0.0105,,mg/L,81.4,-0.0001,1,1,1,-0.0001,-0.0002,0
BLANCO REACTIVO,0,,mg/L,5.3,-0.0015,1,1,1,-0.0015,-0.0014,-0.0014
FASE 1,0.0206,,mg/L,44.1,0.0002,1,1,1,0.0001,0.0003,0.0003
FASE 2,0.0066,,mg/L,>100,0.0001,1,1,1,0,0.0002,0.0001
FASE 3,0.0329,,mg/L,15.2,0.0003,1,1,1,0.0003,0.0003,0.0004
VSP NORTE,0.0095,,mg/L,53,0.0001,1,1,1,0.0001,0,0.0002
CELDA 8.1,0.0114,,mg/L,82.3,0.0001,1,1,1,0.0001,0.0002,0
CELDA 8.2,-0.0038,,mg/L,>100,0,1,1,1,0,-0.0001,0
CELDA 8.3,0.0285,,mg/L,42.8,0.0003,1,1,1,0.0002,0.0004,0.0003
PATRON,4.9458,,mg/L,1.4,0.0509,1,1,1,0.0502,0.0508,0.0516
BLANCO,-0.024,,mg/L,62.7,-0.0003,1,1,1,-0.0001,-0.0002,-0.0004
BLANCO REACTIVO,0,,mg/L,5.1,-0.0018,1,1,1,-0.0019,-0.0018,-0.0018
