Analista,JS,,,,,,,,
Fecha de inicio,05:59 p. m. 23/12/2025  GMT: 11:59 p. m. 23/12/2025,,,,,,,,
Hoja de trabajo,SA007362,,,,,,,,
Comentario,,,,,,,,,
Métodos,Au,,,,,,,,
,,,,,,,,,
Peso nominal,1,Volumen nominal,1,,,,,,
Método: Au EFAA30 (Llama),,,,,,,,,
,,,,,,,,,
Au,PATRON,0.4958,,mg/L,1,0.4,0.0186,-0.0005,
Au,BLANCO,0.0169,,mg/L,1,34.3,0.0006,-0.002,
Au,BLANCO REACTIVO,0,,mg/L,1,15,0.0006,0.0003,
Au,SA007362-001,0.1336,,mg/L,1,0.7,0.0214,-0.0011,30
Au,SA007362-002,0.1404,,mg/L,1,1.9,0.0225,-0.0011,30.03
Au,SA007362-003,0.141,,mg/L,1,1,0.0226,-0.0011,30.03
Au,SA007362-004,0.1113,,mg/L,1,1.3,0.0179,-0.0011,30.07
Au,SA007362-005,0.2169,,mg/L,1,0.3,0.0348,-0.0014,30.03
Au,PATRON,0.4869,,mg/L,1,0.2,0.0182,0.001,
Au,SA007362-006,0.0724,,mg/L,1,4.4,0.0116,0.0003,30.09
Au,SA007362-007,0.12,,mg/L,1,0.8,0.0193,0,30.05
Au,SA007362-008,0.1211,,mg/L,1,0.8,0.0194,0.0002,30
Au,SA007362-009,0.1175,,mg/L,1,2.1,0.0189,-0.0005,30
Au,SA007362-010,0.1287,,mg/L,1,2,0.0207,-0.0002,30.01
Au,PATRON,0.482,,mg/L,1,0.6,0.018,0.0012,
Au,BLANCO,0.0068,,mg/L,1,50.5,0.0003,-0.0004,
Au,BLANCO REACTIVO,0,,mg/L,1,24.8,0.0013,-0.0002,
Au,SA007362-011,0.1256,,mg/L,1,1,0.0201,-0.0008,30.01
Au,SA007362-012,0.0884,,mg/L,1,1,0.0142,-0.0005,30.03
Au,SA007362-013,0.1097,,mg/L,1,2.5,0.0176,-0.0006,30.07
Au,SA007362-014,0.0731,,mg/L,1,2.4,0.0117,-0.0008,29.9
Au,SA007362-015,0.0595,,mg/L,1,3.9,0.0096,-0.0004,30
Au,PATRON,0.5177,,mg/L,1,2.8,0.0185,0.002,
Au,SA007362-016,0.1176,,mg/L,1,2.5,0.0181,0.0006,30.05
Au,SA007362-017,0.0112,,mg/L,1,14.5,0.0017,0.0006,3
Au,SA007362-018,0.0148,,mg/L,1,11.6,0.0023,0.0002,30.09
Au,SA007362-019,0.1036,,mg/L,1,1.9,0.0159,0.0003,30.08
Au,SA007362-020,0.3427,,mg/L,1,1.1,0.0525,0.0003,29.99
Au,PATRON,0.4982,,mg/L,1,1.3,0.0178,0.0015,
Au,BLANCO,-0.0054,,mg/L,1,33.9,-0.0002,0.0001,
Au,BLANCO REACTIVO,0,,mg/L,1,11.4,0.0006,0.0008,
Au,SA007362-021,0.1702,,mg/L,1,0.4,0.0261,0.0002,30.01
Au,SA007362-022,0.2523,,mg/L,1,0.5,0.0387,-0.0003,30
Au,SA007362-023,0.2158,,mg/L,1,13.1,0.0331,0,30.02
Au,PATRON,0.5181,,mg/L,1,2.4,0.0185,0.0009,
Au,BLANCO,0.0135,,mg/L,1,57.8,0.0005,-0.0002,
Au,BLANCO REACTIVO,0,,mg/L,1,6.9,0.0017,-0.0003,
