PATRON,4.8738,,mg/L,0.5,0.0517,1,1,1,0.0514,0.0517,0.0519
BLANCO,-0.0254,,mg/L,>100,-0.0003,1,1,1,-0.0008,-0.0005,0.0004
BLANCO REACTIVO,0,,mg/L,37.7,-0.0009,1,1,1,-0.0005,-0.0011,-0.0012
FASE 1,0.0379,,mg/L,68.5,0.0004,1,1,1,0.0003,0.0002,0.0007
FASE 2,0.0329,,mg/L,92.5,0.0004,1,1,1,0.0006,0,0.0005
FASE 3,0.0296,,mg/L,>100,0.0003,1,1,1,0.0004,-0.0003,0.0009
VSP NORTE,0.0413,,mg/L,>100,0.0004,1,1,1,0,0.0003,0.001
CELDA 8.1,0.0143,,mg/L,>100,0.0002,1,1,1,0.0001,-0.0003,0.0006
CELDA 8.2,0.0252,,mg/L,>100,0.0003,1,1,1,0.0003,0,0.0005
CELDA 8.3,0.0408,,mg/L,73.9,0.0004,1,1,1,0.0008,0.0001,0.0005
PATRON,4.9381,,mg/L,0.8,0.0523,1,1,1,0.0528,0.0521,0.0521
BLANCO,-0.0095,,mg/L,>100,-0.0001,1,1,1,0.0004,0,-0.0007
BLANCO REACTIVO,0,,mg/L,28.9,-0.0012,1,1,1,-0.0014,-0.0013,-0.0008
