PATRON,4.8787,,mg/L,1,0.0544,1,1,1,0.054,0.055,0.0541
BLANCO,0.0294,,mg/L,50.2,0.0003,1,1,1,0.0005,0.0003,0.0002
BLANCO REACTIVO,0,,mg/L,19.7,0.0002,1,1,1,0.0002,0.0002,0.0002
FASE 1,0.0224,,mg/L,62.7,0.0003,1,1,1,0.0001,0.0002,0.0004
PATRON,5.0839,,mg/L,1.4,0.0566,1,1,1,0.0557,0.0573,0.0568
FASE 2,0.0793,,mg/L,11.7,0.0009,1,1,1,0.0009,0.0008,0.001
FASE 3,0.1353,,mg/L,20,0.0015,1,1,1,0.0012,0.0017,0.0017
PATRON,5.0907,,mg/L,0.3,0.0567,1,1,1,0.0568,0.0568,0.0565
BLANCO,0.0046,,mg/L,38.9,0.0001,1,1,1,0,0.0001,0.0001
BLANCO REACTIVO,0,,mg/L,9,0.0021,1,1,1,0.0021,0.0019,0.0022
VSP NORTE,0.0455,,mg/L,72.6,0.0005,1,1,1,0.0005,0.0001,0.0009
CELDA 8.1,0.0963,,mg/L,20.4,0.0011,1,1,1,0.0013,0.0008,0.0012
CELDA 8.2,0.1223,,mg/L,21.3,0.0014,1,1,1,0.0014,0.0017,0.0011
CELDA 8.3,2.4956,,mg/L,1.7,0.0281,1,1,1,0.0286,0.0278,0.0279
PATRON,5.0139,,mg/L,1.6,0.0558,1,1,1,0.0568,0.0557,0.055
BLANCO,0.0293,,mg/L,40.6,0.0003,1,1,1,0.0005,0.0002,0.0003
BLANCO REACTIVO,0,,mg/L,3.5,0.004,1,1,1,0.0039,0.0042,0.004
