PATRON,5.0173,,mg/L,0.7,0.0506,0.0507,0.0502,0.0509
BLANCO,-0.0092,,mg/L,>100,-0.0001,-0.0002,0.0006,-0.0007
BLANCO REACTIVO,0,,mg/L,32.7,-0.0006,-0.0004,-0.0007,-0.0007
FASE 1,0.0178,,mg/L,>100,0.0002,0.0002,-0.0006,0.0009
FASE 2,0.0354,,mg/L,29.9,0.0004,0.0003,0.0005,0.0003
FASE 3,0.1293,,mg/L,34.4,0.0013,0.0012,0.0018,0.001
VSP NORTE,0.0132,,mg/L,>100,0.0001,0.0003,0,0.0001
CELDA 8.1,0.0399,,mg/L,48.1,0.0004,0.0002,0.0004,0.0006
CELDA 8.2,0.0355,,mg/L,44.8,0.0004,0.0005,0.0004,0.0002
CELDA 8.3,0.7186,,mg/L,0.8,0.0074,0.0073,0.0074,0.0074
PATRON,5.0563,,mg/L,0.5,0.051,0.0512,0.0511,0.0507
BLANCO,0.0236,,mg/L,40.4,0.0002,0.0001,0.0003,0.0003
BLANCO REACTIVO,0,,mg/L,8.2,-0.0011,-0.001,-0.0012,-0.0011
