Analista,,,,,,,,,
Fecha de inicio,07/05/2023 08:24 a. m.  GMT: 07/05/2023 02:24 p. m.,,,,,,,,
Hoja de trabajo,SA001046_6,,,,,,,,
Comentario,,,,,,,,,
Métodos,Ag,,,,,,,,
,,,,,,,,,
Método: Ag HCL (Llama),,,,,,,,,
,,,,,,,,,
,PATRON,0.9953,,mg/L,0.8,0.1299,0.1306,0.1288,0.1303
,BLANCO,-0.0011,,mg/L,>100,-0.0001,-0.0001,0,-0.0003
,BLANCO REACTIVO,0,,mg/L,30.9,0.0001,0.0001,0.0001,0.0002
,SA001046-001,44.4011,,mg/L,0.5,0.232,0.2334,0.2314,0.2311
,SA001046-002,77.0289,,mg/L,0.6,0.3838,0.3864,0.3823,0.3827
,SA001046-003,43.112,,mg/L,0.3,0.2268,0.2263,0.2264,0.2276
,SA001046-004,647.097,,mg/L,1.6,0.3109,0.3139,0.3134,0.3052
,SA001046-005,12.6523,,mg/L,2.3,0.068,0.0697,0.0677,0.0665
,PATRON,1.0144,,mg/L,0.9,0.128,0.1293,0.1276,0.1271
,SA001046-006,25.7872,,mg/L,0.5,0.1335,0.134,0.1337,0.1328
,SA001046-007,20.2474,,mg/L,0.7,0.1058,0.1057,0.1052,0.1066
,SA001046-008,12.9358,,mg/L,1,0.0675,0.0678,0.0679,0.0667
,SA001046-009,5.335,,mg/L,0.9,0.0265,0.0266,0.0267,0.0263
,SA001046-010,-0.1956,,mg/L,21.5,-0.001,-0.0012,-0.0011,-0.0008
,PATRON,1.0074,,mg/L,0.5,0.1232,0.1238,0.1231,0.1226
,BLANCO,-0.0015,,mg/L,>100,-0.0002,0,-0.0002,-0.0004
,BLANCO REACTIVO,0,,mg/L,>100,-0.0001,-0.0004,-0.0001,0.0001
,SA001046-011,59.5663,,mg/L,0.3,0.2822,0.2827,0.2825,0.2814
,SA001046-012,4.5032,,mg/L,2,0.0226,0.0228,0.0229,0.0221
,SA001046-013,5.3516,,mg/L,0.4,0.0273,0.0271,0.0274,0.0273
,SA001046-014,3.9885,,mg/L,0.9,0.0198,0.0198,0.0196,0.02
,SA001046-015,5.224,,mg/L,0.7,0.0268,0.0266,0.027,0.0269
,PATRON,0.9935,,mg/L,0.4,0.1215,0.1216,0.1211,0.1219
,SA001046-016,4.1238,,mg/L,0.9,0.0208,0.0209,0.0208,0.0206
,SA001046-017,5.9135,,mg/L,0.6,0.0302,0.0304,0.03,0.0302
,SA001046-018,5.3058,,mg/L,0.4,0.0268,0.0267,0.0268,0.0269
,SA001046-019,5.0074,,mg/L,0.5,0.0249,0.0247,0.0249,0.025
,SA001046-020,4.5555,,mg/L,1.2,0.0232,0.0234,0.0229,0.0233
,PATRON,0.9917,,mg/L,0.6,0.1213,0.1222,0.1207,0.121
,BLANCO,-0.001,,mg/L,>100,-0.0001,-0.0002,0.0001,-0.0003
,BLANCO REACTIVO,0,,mg/L,63.8,-0.0002,-0.0003,0,-0.0002
,SA001046-021,6.9072,,mg/L,0.7,0.034,0.0338,0.0342,0.0341
,SA001046-022,84.3636,,mg/L,0.1,0.3857,0.3856,0.3852,0.3862
,SA001046-023,90.1795,,mg/L,0.2,0.4118,0.4113,0.4128,0.4113
,SA001046-024,40.5448,,mg/L,0.3,0.1956,0.1963,0.1952,0.1954
,SA001046-025,42.3381,,mg/L,1,0.2059,0.2037,0.2065,0.2075
,PATRON,0.9949,,mg/L,0.5,0.1217,0.1211,0.1217,0.1223
,SA001046-026,0.2603,,mg/L,8.8,0.0013,0.0014,0.0013,0.0012
,SA001046-027,37.4501,,mg/L,0.5,0.1859,0.186,0.1867,0.1849
,SA001046-028,26.0267,,mg/L,0.3,0.1294,0.1297,0.1297,0.1289
,PATRON,0.9891,,mg/L,0.3,0.121,0.1212,0.1213,0.1205
,BLANCO,-0.001,,mg/L,>100,-0.0001,0,-0.0001,-0.0003
,BLANCO REACTIVO,0,,mg/L,39,-0.0004,-0.0006,-0.0004,-0.0003
