Analista,ALS,,,,,,,,
Fecha de inicio,14/03/2023 02:30 a. m.  GMT: 14/03/2023 08:30 a. m.,,,,,,,,
Hoja de trabajo,SA000676-RE_6,,,,,,,,
Comentario,,,,,,,,,
Métodos,Ag,,,,,,,,
,,,,,,,,,
Método: Ag HCL (Llama),,,,,,,,,
,,,,,,,,,
,PATRON,1.0037,,mg/L,0.2,0.1217,0.1219,0.1217,0.1213
,BLANCO,-0.0003,,mg/L,>100,0,0,-0.0001,0
,BLANCO REACTIVO,0,,mg/L,67.4,0.0001,0,0.0001,0.0001
,SA000644-006,1.7213,,mg/L,2,0.0085,0.0084,0.0084,0.0087
,SA000644-007,1.6863,,mg/L,1,0.0083,0.0084,0.0082,0.0082
,SA000644-008,1.3144,,mg/L,1.1,0.0067,0.0066,0.0067,0.0067
,SA000644-009,1.4597,,mg/L,1.1,0.0072,0.0071,0.0072,0.0073
,SA000644-011,1.2311,,mg/L,1.9,0.0061,0.0062,0.006,0.006
,PATRON,1.0067,,mg/L,0.5,0.122,0.1219,0.1215,0.1226
,SA000644-012,1.2245,,mg/L,1.1,0.0062,0.0062,0.0062,0.0061
,SA000644-013,1.5599,,mg/L,1.4,0.0079,0.0081,0.0079,0.0079
,SA000644-014,1.4604,,mg/L,1.1,0.0074,0.0075,0.0075,0.0074
,SA000644-015,1.2475,,mg/L,0.3,0.0064,0.0064,0.0064,0.0064
,SA000647-023,1.1256,,mg/L,0.6,0.0056,0.0056,0.0056,0.0057
,PATRON,1.016,,mg/L,0.5,0.1231,0.1237,0.1233,0.1224
,BLANCO,0.001,,mg/L,82.3,0.0001,0.0001,0.0002,0
,BLANCO REACTIVO,0,,mg/L,39.3,0.0002,0.0001,0.0003,0.0001
,SA000647-024,1.4699,,mg/L,2.4,0.0074,0.0073,0.0072,0.0076
,SA000647-026,1.1719,,mg/L,2.6,0.0059,0.0057,0.0058,0.006
,SA000647-027,1.2291,,mg/L,0.7,0.0062,0.0062,0.0062,0.0063
,SA000647-028,1.5354,,mg/L,0.5,0.0078,0.0078,0.0077,0.0078
,SA000647-029,1.8884,,mg/L,1.7,0.0094,0.0095,0.0094,0.0092
,PATRON,1.007,,mg/L,0.4,0.1221,0.1219,0.1216,0.1227
,SA000647-030,4.4363,,mg/L,0.6,0.0227,0.0229,0.0227,0.0226
,SA000648-018,2.1931,,mg/L,0.3,0.0109,0.0109,0.0109,0.0108
,SA000648-019,2.1146,,mg/L,0.9,0.0108,0.0109,0.0107,0.0108
,SA000648-020,1.6757,,mg/L,0.5,0.0084,0.0084,0.0084,0.0083
,SA000648-021,-0.0025,,mg/L,>100,-0.0001,-0.0002,0,-0.0002
,PATRON,1.0067,,mg/L,0.2,0.122,0.1218,0.122,0.1223
,BLANCO,-0.0005,,mg/L,>100,-0.0001,-0.0002,-0.0001,0
,BLANCO REACTIVO,0,,mg/L,60.2,0.0001,0.0001,0.0002,0.0001
,SA000648-022,2.8725,,mg/L,0.3,0.0148,0.0148,0.0148,0.0147
,SA000648-023,2.0488,,mg/L,2.4,0.0103,0.0101,0.0103,0.0106
,SA000648-024,1.6719,,mg/L,3,0.0084,0.0082,0.0086,0.0083
,PATRON,1.0007,,mg/L,0.1,0.1213,0.1213,0.1214,0.1212
,BLANCO,-0.0003,,mg/L,>100,0,-0.0001,0,0
,BLANCO REACTIVO,0,,mg/L,>100,0,0,0.0001,0.0001
