Analista,,,,,,,,,
Fecha de inicio,15/03/2023 03:01 p. m.  GMT: 15/03/2023 09:01 p. m.,,,,,,,,
Hoja de trabajo,SA000683_6,,,,,,,,
Comentario,,,,,,,,,
Métodos,Ag,,,,,,,,
,,,,,,,,,
Método: Ag HCL (Llama),,,,,,,,,
,,,,,,,,,
,PATRON,1.0192,,mg/L,0.1,0.1422,0.1422,0.142,0.1423
,BLANCO,0.0006,,mg/L,>100,0.0001,0,0,0.0003
,BLANCO REACTIVO,0,,mg/L,>100,-0.0001,0,-0.0001,0
,SA000683-001,4.7061,,mg/L,0.8,0.027,0.0267,0.027,0.0271
,SA000683-002,4.1029,,mg/L,0.4,0.0233,0.0233,0.0232,0.0234
,SA000683-003,0.1237,,mg/L,1.9,0.0007,0.0007,0.0007,0.0007
,SA000683-004,1.995,,mg/L,0.9,0.0113,0.0112,0.0114,0.0113
,SA000683-005,28.6644,,mg/L,0.8,0.1632,0.1646,0.1624,0.1624
,PATRON,1.0149,,mg/L,0.2,0.1416,0.1418,0.1414,0.1415
,SA000683-006,3.3785,,mg/L,2.4,0.0192,0.0197,0.0189,0.019
,SA000683-007,3.8615,,mg/L,0.5,0.022,0.0219,0.022,0.0221
,SA000683-008,7.1771,,mg/L,0.5,0.0408,0.0407,0.041,0.0406
,SA000683-009,9.7042,,mg/L,0.2,0.0554,0.0553,0.0555,0.0554
,SA000683-010,6.9473,,mg/L,1.2,0.0394,0.0389,0.0395,0.0399
,PATRON,1.0135,,mg/L,0.8,0.1414,0.1427,0.141,0.1405
,BLANCO,0.0023,,mg/L,60.9,0.0003,0.0001,0.0004,0.0005
,BLANCO REACTIVO,0,,mg/L,>100,0.0001,0.0002,0,-0.0001
,SA000683-011,6.6345,,mg/L,0.8,0.0376,0.0374,0.0376,0.0379
,SA000683-012,0.0324,,mg/L,41.2,0.0002,0.0001,0.0002,0.0003
,SA000683-013,3.9066,,mg/L,0.7,0.0224,0.0222,0.0224,0.0225
,SA000683-014,3.9847,,mg/L,0.6,0.0229,0.0227,0.0228,0.023
,SA000683-015,3.2985,,mg/L,1.2,0.0188,0.0187,0.0191,0.0187
,PATRON,1.0138,,mg/L,0.4,0.1414,0.1419,0.1416,0.1408
,SA000683-016,1.8676,,mg/L,1,0.0108,0.0107,0.0109,0.0107
,SA000683-017,1.8036,,mg/L,2,0.0102,0.0102,0.0101,0.0105
,SA000683-018,7.8692,,mg/L,0.7,0.0458,0.0461,0.0459,0.0454
,SA000683-019,1.9208,,mg/L,0.1,0.011,0.011,0.011,0.011
,SA000683-020,3.3563,,mg/L,0.5,0.0192,0.0191,0.0193,0.0191
,PATRON,1.0146,,mg/L,0.1,0.1415,0.1416,0.1413,0.1417
,BLANCO,-0.0004,,mg/L,>100,-0.0001,-0.0001,0.0001,-0.0001
,BLANCO REACTIVO,0,,mg/L,69.6,0.0001,0,0,0.0001
,SA000683-021,3.3347,,mg/L,1.4,0.019,0.019,0.0187,0.0192
,SA000683-022,2.1742,,mg/L,1.6,0.0127,0.0125,0.0129,0.0126
,SA000683-023,24.8866,,mg/L,0.4,0.142,0.1414,0.1426,0.1422
,PATRON,1.0199,,mg/L,0.3,0.1423,0.1419,0.1427,0.1421
,BLANCO,0.0001,,mg/L,>100,0,0,-0.0001,0.0001
,BLANCO REACTIVO,0,,mg/L,>100,0.0001,0,0.0001,0.0001
