Analista,GGP,,,,,,,,,,,,
Fecha de inicio,05/10/2024 11:24 a. m.  GMT: 05/10/2024 05:24 p. m.,,,,,,,,,,,,
Hoja de trabajo,SA005636_3,,,,,,,,,,,,
Comentario,,,,,,,,,,,,,
Métodos,Au,,,,,,,,,,,,
,,,,,,,,,,,,,
Peso nominal,1,Volumen nominal,1,Nominal Dilution,1,,,,,,,,
Método: Au EFAA30 (Llama),,,,,,,,,,,,,
,,,,,,,,,,,,,
,PATRON,0.5014,,mg/L,1.9,0.0166,0.0008,1,1,1,0.0168,0.0169,0.0163
,BLANCO,0.0008,,mg/L,>100,0,-0.0003,1,1,1,-0.0002,0.0001,0.0002
,BLANCO REACTIVO,0,,mg/L,>100,0.0001,0.0003,1,1,1,0.0002,-0.0001,0.0002
,SA005636-001,0.1534,,mg/L,3,0.0146,0.0002,20.045,7,1,0.0141,0.0145,0.015
,SA005636-002,0.1724,,mg/L,1.6,0.0164,0,20.035,7,1,0.0165,0.0166,0.0161
,SA005636-003,0.1454,,mg/L,1.6,0.0138,0.0001,20.014,7,1,0.014,0.0137,0.0136
,SA005636-004,-0.0003,,mg/L,>100,0,0.0001,20.018,7,1,0.0001,-0.0001,-0.0002
,SA005636-005,0.2286,,mg/L,0.9,0.0217,0.0002,20.023,7,1,0.0215,0.0217,0.0219
,PATRON,0.4919,,mg/L,0.9,0.0163,0.0011,1,1,1,0.0165,0.0163,0.0162
,SA005636-006,-0.0065,,mg/L,37,-0.0006,0.0007,20,7,1,-0.0005,-0.0009,-0.0004
,SA005636-007,0.0872,,mg/L,1.8,0.0082,0.0007,20.011,7,1,0.0083,0.0081,0.0084
,SA005636-008,0.0649,,mg/L,3.2,0.0062,0.0003,20.047,7,1,0.0063,0.0062,0.0059
,SA005636-009,0.1814,,mg/L,2.3,0.0172,0.0004,20.015,7,1,0.0174,0.0168,0.0174
,SA005636-010,0.1154,,mg/L,3,0.0109,0.0005,20.035,7,1,0.0108,0.0113,0.0108
,PATRON,0.4986,,mg/L,0.3,0.0165,0.0015,1,1,1,0.0165,0.0165,0.0166
,BLANCO,-0.0074,,mg/L,>100,-0.0002,0.001,1,1,1,-0.0002,-0.0007,0.0001
,BLANCO REACTIVO,0,,mg/L,11.6,-0.0006,0.0001,1,1,1,-0.0007,-0.0005,-0.0006
